actorId,actorName,actorGender
56924,Nestor Paiva,M
738,Sean Connery,M
1782180,Jay Weingarten,F
17484,Dermot Crowley,M
28149,Christiane Minazzoli,F
13023,Colleen Camp,F
1014572,Joseph Melendez,M
70106,Nicholas Tse,M
1363395,Jessejames Locorriere,F
82102,Bobbi Sue Luther,F
5,Peter Cushing,M
3461,Jack Albertson,F
211626,Maria Zyrianova,F
951387,Prudence Wright Holmes,F
37158,Carmen Ejogo,F
150378,Kiwako Taichi,F
4688,Michael Rapaport,M
99461,Cedric Hardwicke,M
16756,Jimi Mistry,M
1581384,Nasrin Babael,F
1347372,Candice Helfand,F
72443,Alexia Robinson,F
119450,Sai Gwa-Pau,M
1389160,Todd Litzinger,F
1199000,LaJessie Smith,F
14108,Joyce Van Patten,F
1093948,Richard Wilson,M
1373074,Arisa Yagi,F
60881,Douglas M. Griffin,M
26854,Phil Davis,M
6930,Diane Baker,F
1200497,Hachiro Yamauchi,F
1660682,Peter Schmidt Pawloff,F
1286328,Haley Lu Richardson,F
71728,Tom Poston,M
103648,Lu Yi-Ching,F
1064196,Bikram Saluja,F
1502466,Raf Cross,F
23116,Leander Haußmann,F
8875,David Margulies,M
1404866,Ellen Brigitte Winthe,F
1782098,Léo Rosa,F
30307,José Torvay,F
567115,Allison Hensel,F
1680208,Treasure White,F
99811,Andrés Pajares,M
231345,Romesh Sharma,F
1395050,Michael Ellison,F
135839,Philip Hersh,F
15372,Jeremy Roberts,M
15674,Hallie Kate Eisenberg,F
105251,Severin Eskeland,F
42078,Jason Schnuit,M
136227,Michael Phenicie,M
49896,Franca Polesello,F
4073,Harry Morgan,M
122345,Tommy Campbell,F
108288,Catherine McLeod,F
54414,Jacob Pitts,M
81282,Frances Gifford,F
15746,Barbara Babcock,F
500427,Hannibal Buress,F
581152,Jennifer McManus,F
100779,Gloria Holden,F
51734,Kit Gwin,F
25038,Michel Creton,F
147642,Alexander Yassin,F
2667,Josephine Hull,F
1231909,Alex Lowe,F
96408,Rosemary Leach,F
1670560,Francis X. Bushman Jr.,M
8841,Donald Crisp,F
15387,Wilfrid Hyde-White,M
10356,Marika Green,F
1557706,Vladimir Pokrovskiy,M
1754061,Annika Ryberg Whittembury,F
134622,Soji Shibata,F
1763099,E.J. Wessel,F
94660,John Machado,M
27102,Wanda Sykes,F
164050,Andres Munar,F
1389383,Medalion Rahimi,F
727,Jane Brucker,F
84223,Anna Kendrick,F
1346157,Jacqueline Heinze,F
117326,Ian Wilson,F
95301,Barbara Pepper,F
1368783,Alex Barima,F
114289,Kate Drain Lawson,F
15739,Alex Jennings,M
90633,Gal Gadot,F
148995,Monica Acosta,F
14464,Jenny Agutter,F
21510,William Demarest,M
589491,Caroline Deruas,F
149214,Vic Polizos,M
16896,James Garner,M
107963,Ruriko Asaoka,F
85034,Ranbir Kapoor,M
61178,Alia Shawkat,F
17896,Guillaume de Tonquédec,M
129619,Piero Mazzarella,F
1140895,Liza Machulska,F
1466347,Rinal Mukhametov,F
22384,John Amos,M
114021,Kevin Kilner,M
1297171,Julian Bane,F
232309,Esa Pakarinen,M
122349,Johnny Nilsson,F
56100,Alistair Petrie,M
97553,Marina Ponomareva,F
1196885,Katrin Bauerfeind,F
102794,Mitzi McCall,F
4289,Pierre Vaneck,F
569144,Frank McLure,M
18982,Ted McGinley,M
2137,Benito Martinez,M
1134619,Sakae Umezu,M
5017,Jocelyn Pook,F
1302694,Maria Di Biase,F
95825,Randall Slavin,M
15322,Valentina Yakunina,F
27409,Jacqueline Lustig,F
139343,Keith Bogart,M
29307,Michael Medwin,M
89736,Si Jenks,F
58628,Sara Sugarman,F
227,William Hurt,M
121191,Kazuo Suzuki,F
1740147,Mark Rothman,F
47944,Anthony O'Donnell,M
230069,Arnaud Azoulay,F
70209,Yusuke Iseya,M
7455,Kichijirô Ueda,M
121796,Takashi Tsukamoto,F
1207199,Maeve Malley-Ryan,F
11494,Evelyn Keyes,F
5203,Alicja Bachleda-Curuś,F
102853,Paul Hopkins,M
14030,Grace Hayle,F
58984,Kate Tomlinson,F
1800860,Kaitlyn Bouchard,F
22035,Joseph Walsh,M
240388,Thierry Gibault,F
124855,Robert Elliott,M
87644,Kaho Minami,F
276100,Boris Babochkin,F
120474,James T. Mack,M
104064,Germán Cobos,M
1090751,Fred Ross,F
78597,Rob McElhenney,M
43554,Josef Altin,M
1174707,Man Man,F
5723,John Leguizamo,M
1808891,Ivon Orvain,F
1495419,Steve Goldstein,F
1260055,Smaro Stefanidou,F
1431855,Vic Dibitetto,M
94335,Tito Renaldo,M
19187,Tiffani Thiessen,F
1747344,Gerard Naprous,M
1672952,Himarsha Venkatsamy,F
1358406,Tim Wright,F
1743578,Perry Burke,F
2333,Harun Farocki,M
112288,Lucille Soong,F
8891,John Travolta,M
1484574,Carol van Derman,F
78662,Jonathon Trent,M
120307,Romo Vincent,M
121224,Roger Gray,F
1016311,Kass Connors,F
552688,Luk D'Heu,F
1611102,Guðrún Ósk Maríasdóttir,F
31186,Richard Cox,M
20178,James Kirchner,M
100316,Manuel Guitián,M
1154468,Billy Dawson,F
1319273,David Carpenter,F
225175,Lara Daans,F
8978,Spalding Gray,M
4002,Roy Dotrice,M
1124632,Josh Yawn,F
1352333,Darren Kennedy,M
2415,Yolande Moreau,F
116339,Jon Delfin,F
38560,Lou Diamond Phillips,M
138532,Lee Si-young,F
223229,Paula Dehelly,F
963117,Bar Paly,F
1741327,Billy Malone,F
1907,Kathy Baker,F
1582159,Beppe Abela,F
186806,Rachel Chagall,F
15455,Tate Donovan,M
1550552,James Grauerholz,F
42803,Ajay Devgn,M
104243,Florian David Fitz,F
77383,Jiří Krytinář,M
25711,Kevin Cooney,M
54941,Harriet Medin,F
3210,Sean Stone,M
1259762,Emjay Anthony,M
13361,Edwin Maxwell,M
1453793,Liam Knight,F
19163,Virginie Ledoyen,F
170964,Al Shannon,F
18364,George Segal,M
18992,Aidan Quinn,M
1229033,Sarah Woodward,F
126652,Brian Rhodes,F
8227,Anna Massey,F
12797,Glenn Morshower,M
1426281,Eka,F
1414536,Rich Pecci,F
932967,Mahershala Ali,M
13331,Jack Gwillim,M
521,Michael J. Fox,M
180933,Domenico Fiore,M
75168,George Vidalis,F
70092,Alexandra Dahlström,F
1262570,Hanna Binke,F
135704,Bill Boehler,F
17343,Robert Knepper,M
1398207,Lawrence Devera,F
12316,Jimmy Thompson,M
90031,Kurt Angle,F
58150,Stacey Dash,F
64,Gary Oldman,M
10989,Rupert Grint,M
1072780,Barlowe Borland,F
974270,Jung Woo,F
1136790,Thomas Hudak,F
34818,Cyril Ring,M
1141,Hélène Vincent,F
75394,Terence Donovan,F
17187,Trini Alvarado,F
305993,Tom Yi,M
23340,Rosel Zech,F
1645,Sandra Voe,F
549388,Mariya Mironova,F
747,Alex Hyde-White,F
125597,Leonid Mozgovoy,F
169287,Teresa Yenque,F
137978,Mossie Smith,F
1531762,Hannelore Benzinger,F
124777,Wong Chung,M
2628,Kiefer Sutherland,M
1114834,Wong Lik,F
976738,Alex Kelly,F
1337,Tony Leung Chiu-Wai,M
125617,Masaya Onosaka,F
16743,Arnold Vosloo,M
939073,Eric Blickenstaff,F
1183807,Kim Min-Kyu,F
104482,James Martinez,M
1698468,Donald Meyers,F
101251,Ennis Esmer,M
1700995,Cassie Clare,F
68681,Paul Koslo,M
33186,Alan Ruscoe,F
1109621,Asia Naifeld,F
76139,Emmylou Harris,F
74360,Tabitha St. Germain,F
1221533,Martin Boddey,M
1714085,Marius Uhl,F
63241,Cathy Shim,F
88887,Dayton Lummis,M
112052,Jennifer Elise Cox,F
38899,László Szabó,F
64915,Janet Kidder,F
1848284,Ray Dimas,F
197438,Richard Vath,M
1900519,Nathan Vos,M
81934,Henry Stephenson,M
585365,Isabelle Adriani,F
39917,Jan Peter Heyne,M
34090,Thomas Louden,F
28029,Ira Wheeler,F
59843,Paul Scheer,M
122151,Phillip MacKenzie,M
35917,Catherine Samie,F
41745,Jim Grimshaw,F
57138,Tony Bill,M
87934,Meredith Monroe,F
78087,Len Lesser,M
51720,Tom Daly,M
8443,Linda Bassett,F
18067,Rachael Stirling,F
1758694,Stephen Detherage,F
54728,Brian Huskey,M
15594,Mònica Van Campen,F
1761786,Phillip Ross,F
42802,Salman Khan,M
1252225,James Flynn,F
10692,Michael Pitt,M
51536,Agnes Bruckner,F
1227384,Harry James,M
120735,Lelah Tyler,F
1422991,Vanessa Ross,F
230679,Issy van Randwyck,F
52776,Dagmara Domińczyk,F
1820909,Marie-Thérèse Orain,F
1133012,Nadia Hilker,F
172310,John Bird,M
97198,Przemysław Bluszcz,M
6497,Naseeruddin Shah,M
1386484,Сергей Шинкаренко,F
1762641,Kirsten Meenan,F
1046057,Richard Labelle,F
130724,Merwin Goldsmith,F
351,Judy Davis,F
1601468,Loukianos Rozan,F
1768605,Chiyoko Hardiman,F
107285,Chano Urueta,F
89843,Oscar Kightley,M
18816,Jean Lanier,M
34757,Mae Busch,F
25810,Mariangela Melato,F
103932,Frank Moran,M
88867,Norma Shearer,F
1787843,Usha Khan,F
82748,Thomas Browne Henry,F
535248,Samantha,F
51041,Billy Otis,M
1331149,Kenny Kwong,F
89193,Carlo Verdone,M
100459,Sandra Margot,F
1503678,Destiny Soria,F
552396,Mars,F
97604,Kevin Rahm,M
567516,Antonio Gamero,F
123209,Geoffrey Bayldon,M
217334,Kristýna Leichtová,F
89784,Phyllis Diller,F
51310,Henry Wilcoxon,M
55708,Ron Smerczak,M
1423913,Colin Love,F
3266,Joe Mantegna,M
222556,Sekwan Auger,F
31695,George Rigaud,M
95635,Michelle Nolden,F
1072771,Carlos De Valdez,F
1422390,Jack Shea,F
14146,Hilary Mason,F
1349255,Alexander Doynov,F
53259,Michael Raymond-James,M
60383,Todd Emerson,M
1306725,Vickie Lancaster,F
1743501,Nichole Bird,F
129080,Eugenia Costantini,F
1691876,Jo Martin,F
59645,Kel Mitchell,M
6407,Marley Shelton,F
1389502,Zuzana Frenglová,F
93331,Dmitri Nazarov,F
96284,Alexander Scourby,M
566101,Agata Kulesza,F
90634,Don Omar,F
143533,John Shelton,F
1049971,Zorica Jovanovic,F
121247,Lloyd Ingraham,M
973,Jason Flemyng,M
1433512,Frank Composto,F
52862,R.E. Rodgers,M
1331728,Adelfa Calvo,F
1418088,Yûko Hosoe,F
1148236,Corey Bustamante,F
588691,David Suchařípa,M
11223,Vittorio Caprioli,M
39689,Marie Trintignant,F
206524,Roy Ward,M
6437,Ben Shenkman,M
13298,Douglas Fowley,F
1393373,Margaret Bourne,F
76877,Laurence Leboeuf,F
1455945,Christopher Santamaria,F
589068,Nikita Podgornyj,M
1206029,Paul Celia,F
1514481,Jonathan Tabler,F
1337322,Terry W. Farren,F
118515,Noah Mills,F
14454,Murray Alper,M
105455,Matt McHugh,M
1432126,Sameera Eligeti,F
930251,Lam Fai-Wong,F
1522266,Rico Ball,F
22343,Carola Braunbock,F
590882,Christian Quevedo,F
109117,Lyudmila Gurchenko,F
29717,Dorothy Provine,F
78350,Yuki Amami,F
1739431,Wendy Paquette,F
1074169,David Michael Silverman,F
25976,Bernard Musson,M
150310,Takao Ito,F
1157588,Paul Spera,F
166120,Michelle Stacy,F
1647635,Luke Booker-Morel,F
100877,Margot Pinvidic,F
1550970,Venita Vincent,F
121127,Frank O'Connor,F
101280,Sean Holton,F
82286,Marc Levin,M
37920,Julie Depardieu,F
31149,Antonio de Cabo,F
77948,Selena Gomez,F
10860,Jessica Biel,F
141133,Ham Kinsey,M
222318,Kirsti Wallasvaara,F
570291,Tomáš Holý,M
4303,Ward Bond,M
230060,Amy Ferguson,F
26959,Samuel Fuller,F
150516,Fábio Oliveira,F
1860633,Shelby Janes,F
1839760,Agatha Aguiar,F
1776002,Zoé Hauser,F
1559270,Gordon Carveth,F
86624,Collette Wolfe,F
82477,Kôji Nanbara,M
131056,Acquanetta,F
1863333,Toshio Kitajewa,F
1703929,Orã Salomão,F
912632,Jella Haase,F
1195939,Ayaka Miyoshi,F
53420,Peter Moland,M
552181,Shigemi Sunagawa,F
992697,Gino Colbert,F
931506,Ruth Weyher,F
34489,Eric Balfour,M
20145,Raymond Greenleaf,M
36277,Juan Echanove,M
1438812,Zaydah-lee,F
1748180,Scott Fowler,F
132255,Gladys Hurlbut,F
83859,Leonard Roberts,M
932438,Petra Hřebíčková,F
91817,Antonio Corevi,F
1134726,Lee Kwan,F
1720101,Mabousso Lo,F
64589,Catherine Salviat,F
6769,Joseph Mascolo,M
559496,Bojan Dimitrijević,F
3036,John Cusack,M
227199,Chris Conrad,M
1083307,Kikuko Hanaoka,F
116421,Nirut Sirichanya,M
59182,Jacqueline Ann Steuart,F
19219,Fay Roope,M
123324,Pratik Dalvi,F
227849,Adil Hussain,M
1003386,Samuel Jones III,M
1170829,Farid Elouardi,F
49275,Spencer Garrett,M
553222,Bill Moyers,F
1173125,Mara Goyanes,F
226724,Consuelo Trujillo,F
32289,Andy Romano,M
41318,David Fabrizio,M
10139,Leni Riefenstahl,F
1438817,Korum Ellis,F
1782253,Cliff Brand,F
96061,Tom Wilson,M
76932,Yûji Miyake,F
53379,Pavan Malhotra,F
1561288,Takao Kinoshita,F
3911,John Carroll Lynch,M
937989,Christiana Clark,F
528,Sylvia Sidney,F
102937,Gene Okerlund,F
929675,Viktor Smirnov,F
59285,Ezra Buzzington,M
1334655,Torn,F
40039,Josh Stewart,M
1232322,Sam Clark,M
120750,Mildred Boyd,F
79020,Scott McAfee,M
3061,Ewan McGregor,M
6553,Isabelle Adjani,F
1270150,Melinda Chilton,F
84208,Ion Overman,F
1357694,Joe Minjares,M
104011,Paul Szopa,F
83773,Imogen Bailey,F
11769,Ted Raimi,M
1517665,Ella Ethridge,F
69502,James Lashly,M
562603,Vasiliy Shukshin,F
1382688,Guillaume Laurin,M
204608,Jeffrey G. Hunt,M
99349,Helen Vinson,F
56734,Chloë Grace Moretz,F
1264698,Diana Sorel,F
42196,Martin Hewitt,M
1632514,Lisa Kerr,F
1842095,DaLaura Patton,F
87016,Pablo Echarri,M
1263892,Ladislav Herbert Struna,F
8522,Zeffie Tilbury,F
1164625,Michelle Betts,F
146062,Karl Karliczek,F
161904,Stan Cahill,M
227359,Dario Cassini,F
37157,Lenny Venito,F
587451,Laura Belli,F
18841,Bud Spencer,M
102864,Ginette Leclerc,F
1605940,Gaetano Famularo,F
21731,Michael McKean,M
968889,Billy Blair,M
1414747,Jacqueline Stewart,F
79331,Ellen Dorrit Petersen,F
6905,Bruce Dern,F
583374,Anne Werner,F
12714,Zack Ward,M
108853,Pertti Koivula,F
545113,John Doe,F
30697,Jim Meskimen,M
5973,Patricia Rae,F
1612704,Bryan Watts,F
1009,Randolph Scott,M
188454,Jonathan White,F
3092,Diane Keaton,F
1187450,Véronique Tappert,F
1412670,Amy Barnes,F
557474,John D. Jaramillo,F
444317,John Robinson,M
211621,Joanne Crawford,F
38863,Alice Taglioni,F
80654,Yu Oh-seong,F
1667649,Jesse Flanagan,M
66749,John F. O'Donohue,M
1640398,Eric Heister,F
6212,Zak Orth,M
24045,Joseph Gordon-Levitt,M
71282,Kate Magowan,F
132768,Ai Matsubara,F
930743,Hillel Halkin,F
1477064,Rita Catania,F
111489,Buck Kartalian,M
1673059,Steve Morphew,F
12899,Jim Varney,M
20372,Edison Chen,F
11108,Simon Pegg,M
38171,Reinhard Kolldehoff,M
1723502,David Leeming,F
1205135,Adam Greeves,F
1032,Martin Scorsese,M
29839,Yuriy Kutsenko,M
48962,Tom Conway,M
235304,Bilawal Bhutto Zardari,F
1439237,Rasmus Rise Michaelsen,F
543910,Yuriy Dubrovin,F
22616,Lois Moran,F
70626,Tsutomu Yamazaki,M
11953,Benno Fürmann,M
1530523,Joel Ander,F
27740,Walton Goggins,M
1538594,Leslie Hoffman,F
13716,Carl Bernstein,M
35027,Ryan Simpkins,F
38334,Jennifer Coolidge,F
3399,Brian Patterson,F
1193340,Joe Ploski,F
66986,John Franklin,M
27425,Constantine Gregory,M
53010,John McIntire,M
52037,Robert Ri'chard,M
1173738,Ho Kei-Cheong,F
74540,Haruhiko Yamanouchi,M
1117771,Antoine Balabane,F
95939,Brittney Powell,F
23709,Joan Plowright,F
2453,Mary Steenburgen,F
36712,Werner Dissel,F
46898,Peter Graham-Gaudreau,M
40949,Joan Sims,F
9997,Scott Thomson,M
7161,Eva Löbau,F
23626,Liev Schreiber,M
19414,Tom Tully,M
1185438,Janet Rotblatt,F
1193362,Peter Rosas,F
130365,Jonathan Watton,M
1084154,Michael Fountain,F
232501,Chord Overstreet,M
239594,Les Serdyuk,M
15917,Stefania Rocca,F
239153,Anna Arlanova,F
12799,Jeremy Piven,M
118499,Jimmy il Fenomeno,F
184970,Michael Kilgarriff,F
9766,Macha Méril,F
1277292,Patrick Kane,F
111343,Tova Magnusson,F
170275,Stanley Prager,M
1701402,Nate Esformes,F
66188,Renée Soutendijk,F
1623881,Arkadi Kislyakov,M
1185769,Freya Mavor,F
11291,Clémence Poésy,F
1188577,Marina Rozenman,F
209456,Shalim Ortiz,M
59841,Matt Walsh,M
31977,Morris Carnovsky,M
1131961,Kô Takasugi,F
119742,Yvette Rees,F
1040443,Michael Cadman,F
77079,Cory Hodges,F
1508172,India Pearl,F
115329,Elliott Sullivan,F
76536,Courtney Ford,F
17039,Nick Offerman,M
589222,Saki Takaoka,F
63214,Sonny Carl Davis,M
61303,Dick Van Dyke,M
1453784,Lena Golia,F
13252,Chieko Matsubara,F
116467,Drew Droege,F
2880,Emilio Estevez,M
96895,Stuart Milligan,M
78452,Gina Carano,F
30783,Loring Smith,F
1821241,Tudor Vaughan,F
79239,Clark Sanchez,M
30433,Neil Maskell,M
58339,Ian Hendry,M
1321554,Steven Littles,F
77028,Poppy Montgomery,F
231080,Mihola Terzic,F
89999,J. Edward Bromberg,F
115702,Sayaka Kametani,F
3308,Rosalind Knight,F
9893,Aurore Clément,F
122844,Jansen Panettiere,M
17576,Carole Laure,F
81860,Ai Orikasa,F
4589,Benjamin Bratt,M
1613973,Cameron Covert,F
21029,Billy Burke,M
2492,Jack Benny,F
69130,Kathleen Kinmont,F
1905,Vincent Price,M
151528,Logan Field,M
551798,Jean Le Scouarnec,F
1170994,Steven Nelson,M
1771949,Cora Metzfield,F
1502297,Kristopher Thiab,F
1478274,Katie Singleton,F
17498,Niels Arestrup,M
1356320,Roger Álvarez,F
12900,Wallace Shawn,M
3854,Lena Nyman,F
572284,Lydia van Nergena,F
78689,Ben Watt,F
72450,Bob Saget,M
45480,Cheryl Smith,F
554017,Noriko Aota,F
10416,Mike Kaplan,F
15735,Helen Mirren,F
8656,Dorian Harewood,M
19302,Jason Mewes,M
1173566,Chelsea Madison-Ciu,F
1405559,Ryosuke Nagata,F
200,Nancy Cartwright,F
1368839,Scott McAdam,F
22250,Rance Howard,M
66587,Max Beesley,F
1736512,Heather Park,F
93210,Domhnall Gleeson,M
64457,Perry King,F
1647314,Stephen Anthony Bailey,F
109564,Amina Robinson,F
3830,Jean Seberg,F
6368,Embeth Davidtz,F
51903,Roger Príncep,F
133440,Frank Richards,M
15903,George Carlin,M
116265,Jack Doolan,M
8724,Errol Flynn,M
115472,Antoine Marin,F
131684,Christine Murillo,F
1365,Lawrence Makoare,M
86345,John Lawrence,M
49168,Noémie Lvovsky,F
76677,Linda Boston,F
59238,Chris Marquette,M
72305,Lesley Manville,F
90074,Monte Blue,M
32286,Patrick Kilpatrick,M
1662463,Nicole Broadway,F
104409,Andrew J. Lederer,F
1020650,Jackie 'Butch' Jenkins,F
1368800,Spencer Drever,M
14721,Kevin Dunn,F
175888,Jo Anne Meredith,F
213290,Leonor Silveira,F
19754,Tony Cox,M
1630510,Vladimír Skultéty,F
1134736,Billy Ching Sau-Yat,F
552174,Shin Ôtomo,F
5007,Jackie Sawiris,F
92281,Walter Powell,F
45308,Ken Swofford,M
14655,Mary Beth Hughes,F
1641248,Robert Guajardo,F
226169,Linus Aaberg,F
121529,Léa Seydoux,F
2248,Michael Wright,M
13341,Anna May Wong,F
557857,Kamran Adl,F
30615,Robert DoQui,M
3524,Marcel Berbert,M
69055,Jessica Harper,F
1398257,Stephen Todt,M
54697,Dave Franco,M
49728,Jennifer Bransford,F
1808422,José Nunes,F
1884030,Holly Shelton-Foy,F
1468578,Judd Green,M
20189,Amy Smart,F
9629,Jon Gries,M
113935,Harvey Jason,M
37712,Dana Elcar,M
55496,Robert LuPone,F
562652,Mort Burke,F
557026,Pope Benedict XVI,F
1834116,Benea Ousley,F
14063,Simon Oakland,M
532628,Virginia Valli,F
18241,Hiram Keller,M
1577501,Kenneth Maharaj,M
5048,Harry Dean Stanton,M
1018979,Helen Ware,F
90388,Steve Jordan,F
30087,Fraser James,F
1741678,Vern Urich,F
1398544,Britney 'B' Thomas,F
116,Keira Knightley,F
29260,Wallace Beery,M
122984,Bert Moorhouse,F
127725,Devon Werkheiser,M
96428,Malena Alterio,F
128124,Shannon K. Foley,F
1597145,Jay Kabira,F
1208341,Josh Boles,F
5251,Jack Warden,M
3391,Kathleen Turner,F
1319971,Hui Ying-Ying,F
1206141,Tom Ravick,F
56785,Tegan West,M
2229,Catherine Keener,F
31268,Larry Fessenden,M
1973,Bernard Giraudeau,M
114299,Ryohei Kimura,M
1744929,María de Souza,F
2228,Sean Penn,M
6486,Dan Hedaya,M
8487,Gregory Peck,M
6774,Joe Santos,M
22461,Vincent Gallo,M
65224,Adrienne Frantz,F
8540,Danny Nucci,M
280012,Cristián Campos,F
559467,Peggy Mollin,F
584761,Kavya Madhavan,F
77597,Ric Sarabia,F
1417261,Sakurako Mizuki,F
151361,Kurt Loder,M
96743,Colin Tapley,M
19111,John Anderson,M
111667,Damien Luvara,F
8987,Lisa Jakub,F
1194577,Ariel Nuñez Di Croce,F
1254396,Kelli Berglund,F
34280,Spencer Charters,M
62001,Dee Wallace,F
78321,Ruben Garfias,M
1486424,Kristina Uranowski,F
1357506,David Patch,F
90075,Cecilia Parker,F
153470,Wolfe Barzell,M
134346,Hisao Toake,F
69010,Brad Davis,M
1427454,Leanne Miller,F
1105502,Norm Erskine,F
1710588,Iain Becking,F
104414,Bob Nelson,F
16859,Tammy Blanchard,F
1307737,Brandyn T. Williams,F
114460,Alexandra Jiménez,F
87707,John Ventimiglia,M
1898616,Antonio Zambito,F
905368,Kaan Karabacak,F
213432,Brahmaji,F
6916,Peter Jason,M
145871,Benjamin Biolay,F
588668,Julien Mitchell,F
31774,George 'Spanky' McFarland,M
4966,Keenan Wynn,M
1187406,Karunakaran,M
46593,Emile Hirsch,M
16761,Eduardo Ciannelli,M
2749,James Dean,F
583908,André Dietz,F
449,Jay Baruchel,M
33613,Sheryl Lee Ralph,F
13550,Elias Koteas,M
1004043,Charles Hubbell,M
551781,Ichirô Zaitsu,F
514,Jack Nicholson,M
98873,Greg Brown,F
169642,Gabrielle Tuite,F
1105278,Renaud Rutten,M
655,John Rhys-Davies,M
10225,Geoffrey Holder,M
30934,Ernst Schröder,F
1495009,Adalberto Silva,F
1173757,Peter Chan Lung,F
584511,Mallikarjuna Rao,F
570706,D'Arcy Allen,F
130494,Julia Faye,F
88072,Brittany Curran,F
102120,Anna Kanakis,F
55253,Michelle Krusiec,F
130081,Robin Atkin Downes,M
42930,Anna Brüggemann,F
78612,Winston Rodney,F
3442,Mickey Shaughnessy,M
78920,Sonali Kulkarni,F
1666251,Bob Oschack,F
41274,Stephen Macht,M
53368,Scott Porter,M
134608,Katie Keating,F
103725,Barry Gordon,M
30229,Sarita Wooton,F
571591,Fiddler Beers,F
17787,Phyllida Law,F
11618,Greg Wood,F
61330,Adel L. Morales,F
963547,Anna Enger,F
5621,John Farley,M
1047155,Tana Mascarelli,F
1339,Zhang Ziyi,F
58068,Fionnula Flanagan,F
1515,Violet Hilton,F
89313,Eugene Jackson,F
1062775,Dorothy Appleby,F
530,Carrie-Anne Moss,F
922,Allen Garfield,M
17580,John Vernon,M
1215759,Eddie Shin,F
1362976,J.C. Fowler,F
1427307,Adi Douiev,F
86740,Ilya Rutberg,F
54586,Molly Cheek,F
42175,Richard Stanley,M
179426,Louis Edmonds,M
1857987,M. D'Jango Krunch,F
1439596,Daniel Mortensen,F
1055173,Bob Collins,F
1237750,Corey Gorewicz,F
102616,Halldór Gylfason,M
185947,Anthony Bailey,F
1905634,D.G. Johnson,F
50994,Unax Ugalde,M
3829,Jean-Paul Belmondo,M
1550414,Christian Litke,F
3895,Michael Caine,M
75465,Lewis Arquette,M
6251,Karlheinz Böhm,M
38878,Bernard Ballet,F
1062936,Billy Davis,F
51800,Teryl Rothery,F
55914,Claudio Bisio,M
1229093,Laurence Harrington,F
47808,Christopher Malcolm,M
236695,John Boyega,M
165425,Sendhil Ramamurthy,M
589540,Madame Pâquerette,F
1207574,Victoria Army,F
33492,Robert Costanzo,M
1696387,José Luis Aranburu,F
78031,Cassandra Scerbo,F
556097,Neal Barnard,F
74409,Eric Winter,M
589654,Ali,M
1534583,Yvonne Williams,F
120635,Fabio Grossi,F
1673562,Betty Sanko,F
74755,Lasse Borg,F
10627,Eva Mattes,F
105740,Lorenzo Quinteros,M
112235,Randy Blythe,F
553768,Mel Scott-Thomas,F
1473720,Aziza Hisseine,F
11275,Stephen Fry,M
1252934,Emerald Fennell,F
71128,Ashley Scott,F
5249,E.G. Marshall,M
1494526,Rebecca Olejniczak,F
7166,Kevin Pollak,M
21063,Pamela Adlon,F
85490,Edward Norris,M
1335461,Johnny Alves,F
1593033,Arnold Cavases,F
23633,Walt Flanagan,M
23791,Chris Coppola,M
92561,Nick Broomfield,M
106054,Natasha Ryan,F
1573982,John Harvey,F
167847,Paul Fox,M
8986,James Rebhorn,M
1954,Billy Zane,M
109809,Chen Kun,M
144304,D.W. Brown,F
34748,Douglass Dumbrille,F
1037770,Louise Huntington,F
1186713,Matt Mercer,F
1217648,Chris Diamantopoulos,M
137500,Arno Liiver,F
14831,David Wayne,M
1638143,Rudy Milstein,F
1355838,Arielle Reitsma,F
280880,Bartosz Obuchowicz,M
11040,Gustaf Hammarsten,F
13473,Barry Bostwick,M
76126,T.I.,F
946128,Simon O'Driscoll,M
1544227,Frederick Ooms,F
119002,Hiroto Kimura,F
95172,Aline Schulmann,F
57321,Jeanette Biedermann,F
1183237,Tan Kai,F
231075,Mary Carey,F
120755,Michael Visaroff,M
29272,Nelson McDowell,F
1206256,Kenneth V. Jones,M
12438,Bob Balaban,M
77928,Bruno Salomone,M
1562097,Robert Luckay,F
108,Peter Jackson,M
57609,Yuen Wah,M
1780580,Jim R. Coleman,F
30907,Susumu Fujita,M
1579759,Chris Whitney,M
40617,Krystyna Mikołajewská,F
3126,Ione Skye,F
10367,John Waters,M
935235,Marwan Kenzari,F
18765,Alexandra Stewart,F
62014,Barry Miller,M
15050,Leah Remini,F
1388475,Trey Hines,F
124741,Sara Shane,F
98087,Kellita Smith,F
54623,Georges Siatidis,M
1491853,Sonni Paisley,F
39554,Jennifer Jones,F
1480665,Helmi Sigg,F
1041697,Deon Lotz,M
992778,Anna Arena,F
7708,Arsinée Khanjian,F
105868,Filippo Timi,M
12898,Tim Allen,M
82548,Peter Gilmore,M
27196,Mario Erpichini,M
516266,Stephen Noonan,F
205213,Edi Patterson,F
44576,Charles G. Schelling,F
47774,Vincent Pastore,M
1519188,Tonishaa Pawar,F
5139,Robert Englund,M
14755,Jack May,F
1609636,Maura O'Malley,F
133071,Kerri Dunbar,F
62595,Mary Pat Gleason,F
1338,Maggie Cheung,F
93390,Fikret Kuskan,F
78935,Esther Minciotti,F
15440,Jared Harris,M
72092,Jewel Staite,F
71984,Julia Richter,F
1013044,Joe Escalante,F
12536,Jack Thompson,M
141823,Tisha Campbell-Martin,F
226029,Giorgio Gobbi,M
968006,Katherine McNamara,F
24421,Jean Rochefort,M
