directorId,directorName
40007,John Mackenzie
8023,Kyle Balda
41887,Michael Polish
107736,John Henderson
32868,Erik Canuel
231085,Marcel Varnel
2880,Emilio Estevez
108678,Dean Francis
34949,Lucy Walker
122793,Douglas Camfield
1181027,Rubén Mendoza
518,Danny DeVito
66719,Felix Chong
58766,Simon Fellows
1157142,Harry Gantz
228610,Metin Erksan
118171,Rumle Hammerich
125993,Percy Stow
224495,Mani Shankar
149501,Michael Lange
1007688,Debbie Lum
86255,Sebastián Cordero
95320,Rodrigo Cortés
225556,Salim Akil
1582317,Craig Newman
1510280,Joe Anderson
1140570,Jérôme Enrico
21504,Pierre Jolivet
16812,Cyrill Boss
29648,Dan Curtis
624719,Sergei Gerasimov
31775,Joe D'Amato
101222,Geoff Klein
95700,Rune Denstad Langlo
1081564,David Ondříček
1196608,Marcus Alqueres
117486,James K. Jones
1060785,Alex R. Johnson
563700,Panos H. Koutras
1298633,Sameer Vidwans
1211848,Andrew Grieve
235677,Nikolai Stambula
53708,Ira Sachs
10790,Sam Wood
566987,Vanessa Parise
20937,Robert Fuest
142411,Hideshi Hino
1125474,Graeme Rattigan
239911,Gregory V. Sherman
560264,Eduardo Mignogna
5306,Lasse Hallström
76336,Wiktor Ericsson
92409,Richard Holm
107730,Tran Anh Hung
1335499,Nigel DeFriez
1168791,Dave Ohlson
222607,Pedro Lazaga
223151,M. Sasikumar
1144118,Nadav Schirman
70262,Elliot Silverstein
116155,Ere Kokkonen
57314,Wolfgang Reitherman
1173190,Tony Aloupis
99280,Mark Zakharov
622942,Guido Malatesta
51521,Robert Greenwald
121314,John Sherwood
931692,Stephen Higgins
544951,Alexandre Volkoff
1047948,Edoardo Leo
145210,Craig Pryce
109095,Oz Scott
166754,Abe Forsythe
1192048,Nikhil Mahajan
1296175,Hiroshi Aoyama
185438,Genndy Tartakovsky
32154,Piers Haggard
69416,Bradley Raymond
1480620,Lucia Aniello
1341472,Jeff Tomsic
1046739,Daniel Raim
86325,Ryoo Seung-wan
1524920,Chad L. Scheifele
230854,Liam Saury
57777,Darin Scott
143663,Vladimir Khotinenko
258199,Michael Martin
15148,Jon Amiel
21113,D.A. Pennebaker
126765,Anubhav Sinha
71872,Jeff Nichols
118772,Abderrahmane Sissako
65271,Olaf Ittenbach
99233,Steve Barkett
83455,Charles Marquis Warren
1657763,Scott Dalton
935450,Hugo Alves
1366243,David Morley
123009,Gen Takahashi
968370,Sean McConville
27746,Ken Finkleman
1085661,Jennifer Azano
544711,Pál Fejős
1024845,Nahid Persson Sarvestani
230395,Jonathan Zarantonello
225245,Antonietta De Lillo
937147,Autumn de Wilde
111427,Ivan Cotroneo
89849,Chris Graham
113921,Jimmy Huston
64141,David Gordon Green
137688,Elmo Nüganen
1312092,Sharat Katariya
19311,Stephen Chbosky
15915,Sergio Rubini
230668,Luciano Ercoli
45117,John Carney
52044,David Winning
103112,Stelvio Massi
590896,Nikos Koundouros
35325,Eric Till
29482,Stuart Orme
146481,Michel Munz
229164,Mike Stoklasa
204484,Ken Burns
58463,Glenn Gordon Caron
109004,Neil Abramson
11859,John Mills
938841,Stephen Fell
5065,David Frankel
224221,Maneesh Sharma
58912,Matthew Hastings
81809,Declan Lowney
70900,Janet Chun
584458,M. Saravanan
928490,Camille Delamarre
78192,Wayne Kopping
12835,Vin Diesel
235808,Tomasz Thomson
1211738,M.J. Delaney
17520,Cédric Klapisch
65530,Mike Gabriel
1186364,Qaushiq Mukherjee
1150816,Martijn Smits
66681,Matt Bettinelli-Olpin
588402,Gregory Marquette
100897,Carlos Puerto
66879,Kresten Vestbjerg Andersen
78438,Chris Prynoski
20921,Monte Hellman
50922,Pablo Fendrik
572364,Michael Schwartz
1172618,Jean-Patrick Benes
126421,Aleksandr Petrov
103041,Robert D. Siegel
1219158,Scott Smith
20766,Richard E. Grant
107699,Boris Acosta
74893,Alejandro Doria
239063,Umesh Shukla
97864,Richard Gabai
1246706,Nicole Rittenmeyer
145797,Jack Haley Jr.
135650,Melvin Van Peebles
553709,Kim Moon-saeng
16410,Jules Bass
225151,Songyos Sugmakanan
1020670,Julius Ševčík
175394,Jon Spira
1077300,Eadweard Muybridge
20779,Gary Sinyor
13859,Stuart Rosenberg
19850,Catherine Hardwicke
76462,Richard Schenkman
556913,Don Jones
42128,Rafael Eisenman
550225,Andrei Ujica
73088,Peter Dalle
1029284,Jean-Paul Civeyrac
1399841,Adil El Arbi
83281,Lenny Abrahamson
213471,Teinosuke Kinugasa
120271,Leonardo Pieraccioni
150482,Philippe Leclerc
939583,Victor Gromov
1100800,Mike Svayko
87086,Yang Yun-ho
33096,Paul Maslansky
58200,Mitchell Klebanoff
1741919,John Carter
78880,Rodrigo Plá
57446,Mark Romanek
144220,Luc Vinciguerra
45138,Luc Dardenne
78391,Jon Reiss
29195,Yuliya Solntseva
930222,Lee Seung-Gyu
1204580,Leonid Nosyrev
11430,Jim Handley
73189,Masaaki Tezuka
569313,Eeshwar Nivas
82815,Terry Shakespeare
239818,Hiroshi Fukutomi
110347,William K.L. Dickson 
24444,Daniel Young
1613648,Christoph Baaden
1063379,Teuvo Tulio
79925,Herbert Wise
1413618,Heiko Lange
1261548,Peter Lindholm
1059910,Piotr Dumala
1318201,Jared Bush
1488889,David Green
63973,Matteo Garrone
12840,John Badham
58047,Charles Finch
1363226,Jayson Thiessen
78173,Hiroyuki Morita
235504,Mika Hotakainen
128745,Giorgio Diritti
563824,Álvaro Fernández Armero
144816,Chris McKay
12786,Simon West
69038,Carlo Vanzina
29595,Rouben Mamoulian
129926,John Junkerman
31890,Luigi Zampa
107924,Hans Iveberg
90522,Daniel Mann
17167,Andy Tennant
112946,Jennifer Leitzes
95653,Steven Kampmann
1204410,Robert Mullan
51373,Larry Peerce
1220367,John Glenister
39243,Michel Deville
278819,Max Pécas
95901,Bruno Dumont
33183,David Bowers
72611,Fabrice Du Welz
1028543,Yilmaz Arslan
1099396,Gideon Koppel
58453,Peter Faiman
1302885,Putrama Tuta
27014,Jan Troell
84110,Sam Dunn
1144405,Longmond Leung Lok-Man
1361389,Dan Berk
100036,D.W. Griffith
1014879,Chistopher Hines
71710,Straw Weisman
1038108,Jason Barker
935137,Danièle Huillet
932371,Jamshed Usmonov
226599,Norman Ferguson
64815,Robert Iscove
1073910,Robert Schmidt
128439,Giuseppe Piccioni
109044,Lawrence Bassoff
16556,Jack Starrett
1701518,Pierre Coré
13776,John Frankenheimer
42617,Antonia Bird
38007,Just Jaeckin
4782,Michael Crichton
20024,Amos Gitai
168330,Ben Lewin
115298,Anthony Geffen
1019955,Shyam Ramsay
1062805,John Maclean
32513,Hélène Fillières
8311,Farah Khan
18565,Michel Audiard
529185,Aharon Keshales
110227,Sooraj R. Barjatya
1050711,Frans Nel
74091,Makoto Shinkai
83263,Piotr Szulkin
89824,Jon Wright
140371,Scott P. Levy
1292036,Gustavo Fontán
126303,Eric Steven Stahl
149885,Brendan Toller
107274,Richard Rich
1041674,Keiichi Sato
238384,Alain Guiraudie
579313,Eiji Uchida
71498,Stephen Deutsch
1025354,Caleb Doyle
129106,Alessandro Genovesi
94831,Maggie Greenwald
22808,Laurence Malkin
1272994,Jonathan van Tulleken
126486,Riccardo Milani
129602,Julian Kemp
2712,Michael Biehn
37239,Abbas Tyrewala
1028255,Rona Mark
94354,Brant Sersen
4410,Roberto Rossellini
69003,John Lounsbery
16938,Renny Harlin
74950,Makoto Kamiya
50778,Giuseppe Vari
21013,Predrag Antonijević
83413,Norman Tokar
102187,Satoru Ogura
605481,Serge Bourguignon
1184624,Jason Wise
109453,Ward Kimball
31336,Hugo Fregonese
1450229,Richie Smyth
140908,Joey Figueroa
1193597,Amma Asante
1277103,Graham Proud
84425,Eric Toledano
547052,Yannis Economides
1172544,Aleksandr Uralsky
1123381,Felix Kroll
96445,Jayne Loader
95687,Robert Kenner
109190,Christopher Sadler
20412,Michael Anderson
65994,Andrew Lau
7554,Silvio Soldini
53603,Q. Allan Brocka
1283213,Lev Kalman
140086,Matt Cimber
1060257,Lawrence O'Neil
69309,Lucía Puenzo
1137459,Georgie Roland
8929,Charles Crichton
59649,Michael Pressman
177953,Tony Barbieri
1115333,Bruce LaBruce
2419,Jean-Pierre Jeunet
103346,Leslie Goodwins
1191443,Kai Parlange Tessman
1118433,Tatsushi Ohmori
85006,Kang Woo-Suk
76705,Preston A. Whitmore II
58498,Dominic Sena
121873,Debra Granik
1397970,Gerard Barrett
87671,John Moffitt
14800,Jennifer Chambers Lynch
112400,William Girdler
56929,William Morgan
90492,Lynn Shelton
58112,Richard Speight Jr.
70282,David Weisman
1003188,Miguel Gonçalves Mendes
114722,Kentarô Ôtani
80647,Glenn Tryon
27436,Costa-Gavras
1173144,Sheree Le Mon
1340784,Wenhua Li
152249,Jim O'Hanlon
146599,Yaroslav Chevazhevskiy
16384,Ralph Bakshi
544699,Elmar Klos
1104836,Sophie Huber
1081874,Ron Scalpello
579043,Thomas Villum Jensen
89157,Bernard L. Kowalski
98940,Catherine Cyran
10593,George Harrison
9607,Grigori Aleksandrov
1484009,Christian Desmares
130325,Lesley Selander
90064,Victor Halperin
236376,Paul Wilmshurst
558177,Jonathan Newman
1170440,Nick Quinn
26875,Hideo Nakata
205082,Shauna MacDonald
70008,Mel Damski
57434,Amy Heckerling
4341,Ben Hecht
1414870,Tony Vainuku
607,Zhang Yimou
1057654,Billy Federighi
1008441,Arthur Bradford
1320896,T. Fikret Uçak
122841,Kerry Anne Mullaney
96387,Petr Zelenka
124294,Josh Fox
143520,Håkon Liu
44690,Lyman Dayton
1269,Kevin Costner
116656,Doris Wishman
545021,Moshé Mizrahi
25141,Paul Seydor
146169,Jean-Marie Larrieu
932993,Jamaa Fanaka
14473,Rupert Julian
16513,John G. Avildsen
127926,Ya-chuan Hsiao
974866,Mo Ogrodnik
2975,Laurence Fishburne
218637,Robert Crombie
1506654,Marco Niemeijer
1895,Carl Reiner
71930,Gustave de Kervern
92693,Madhur Bhandarkar
56746,Greg Spence
120882,Bennett Davlin
21031,Alejandro Agresti
240740,Daniel Junge
19026,Paul Hough
444892,Eskil Vogt
1104837,Adam Leon
58316,John Fortenberry
12952,Christopher Hampton
78157,Lindsay Anderson
14281,Alan Crosland
1034940,Eric Henry
937799,Masaya Fujimori
1241,John Turturro
73752,João Pedro Rodrigues
20657,Cristian Mungiu
212999,Robert Kirbyson
64750,Pascal Bonitzer
20640,Chen Kaige
78514,David Hugh Jones
1156237,Matt Adams
121148,Park Joong-hoon
3556,Roman Polanski
1295284,Martin Persson
1133503,Thomas Newman
30146,Rowland V. Lee
53427,Eric Guirado
45258,Tom McGowan
85916,Oren Rudavsky
4695,Don Edmonds
15780,Dan St. Pierre
86203,Bart Freundlich
136903,Ned Farr
1150900,Konstantin Feoktistov
145484,Atıl Inaç
1001073,Jean-Christophe Lie
1201230,Clara Kuperberg
239473,Romolo Guerrieri
11505,John Hughes
66979,Özhan Eren
1038001,Steven Kostanski
95135,Robert Boris
48685,Rolf Silber
104089,Alberto Negrin
1314015,Sydney Sibilia
137496,Arvo Kruusement
57370,Frank Coraci
63303,Peter Cornwell
18500,Phil Joanou
12698,Bob Clark
1149636,Jan Krüger
1364800,Milčo Mančevski
69719,Bruno Barreto
24657,Franco Zeffirelli
1608928,Kahane Cooperman
1187819,Matthew Weiner
209513,Macon Blair
108560,Adrian Pennick
1657232,Jan P. Matuszyński
31120,Robert Adetuyi
39779,Peter Collinson
110265,T.J. Martin
27213,Ermanno Olmi
923620,Károly Makk
1151278,Brad Leong
68212,Carroll Ballard
937092,Flávio Frederico
1292851,Rüdiger Suchsland
1475728,Tim Godsall
1138699,John Krokidas
5844,Detlev Buck
5281,Spike Lee
45052,Anton Corbijn
1012064,Víctor Gaviria
1172509,Chadd Harbold
109692,David E. Talbert
1458611,Matthew Berkowitz
229571,Massimiliano Bruno
1866993,Bob Guccione
563909,Jacob Thuesen
133331,Reginald Harkema
1153564,Nicholas David Lean
1088681,Perry Bhandal
1386560,Sam Wainwright Douglas
116143,Dibakar Banerjee
54526,Paco Plaza
235820,Christopher Spencer
57055,Mitchell Lichtenstein
5636,Helmut Dietl
1001023,James Flood
588827,Tono Errando
97555,Roel Reiné
145968,Richard Boleslawski
103866,Åke Lindman
929343,Robert Greene
940789,Cliff Roquemore
51959,John Kafka
108659,David Higby
101737,Marian Dora
1080308,John Rubino
148559,Herbert Wilcox
574655,Arthur Vincie
1122466,Don Sikorski
101424,Lee Frost
1296176,Kazumi Fukushima
98865,Mark Polonia
18627,Paul Morrissey
148763,Oskar Santos
5077,Valeria Bruni Tedeschi
77005,Diane Kurys
132450,José Corbacho
31603,Armando Crispino
985032,Peter Mettler
115906,Yoon Jae-goo
77003,Gavin O'Connor
79544,Pierre Di Sciullo
107821,Ilya Khrzhanovsky
1188218,Krisztina Deák
932223,Erez Laufer
16590,Sheldon Lettich
8970,Jim Clark
26724,Eric Tsang
42171,Jonathan Kaplan
208527,Yann Demange
1335498,Jessie Levandov
229252,Nishikant Kamat
66240,Jeff Woolnough
935454,Patricia Raposo
59898,Mikhail Segal
148000,Steve Yeager
80752,Shinji Higuchi
34262,Bertrand Blier
15775,Kevin Lima
129938,Bruno Forzani
1148247,Joseph Francis
1413504,Shyam Madiraju
147113,Jason Woliner
112740,Adam Coleman Howard
98319,Johanna Hald
37197,Riccardo Freda
83693,Blacky Ko Sau-Leung
32983,Douglas McGrath
1410160,Jefri Aalmuhammed
21440,Dick Maas
9340,Lana Wachowski
54597,Joe Nussbaum
1524,Harold Ramis
1075513,Helvécio Ratton
1657758,St. Vincent
6217,Anupam Kher
81273,Yasuzô Masumura
1154205,Thomas Farone
204553,Ethan Spaulding
119561,John Sullivan
3831,Jean-Pierre Melville
105984,Alvin Rakoff
150176,F. Richard Jones
112954,Vijay Lalwani
95476,Connie Stevens
95526,William Asher
76541,Ben Rock
1060615,Jason Massot
1176736,David Naylor
133057,Naoto Kumazawa
1426158,Allison Schulnik
942224,Kenneth A. Carlson
636517,Agustí Vila
983547,Chris Eska
1380314,Gerard Stembridge
10828,Guillermo del Toro
1084775,Tyler Benjamin
11401,John Woo
1451375,Johannes Persson
1026369,Rene Perez
75590,Kieth Merrill
590591,Friedrich Fehér
4491,Jennifer Aniston
70,Karl Freund
1528815,Rajesh M. Selva
224976,Giuseppe Ferrara
226325,Karl Slovin
1544991,Jang Jae-hyun
206549,Scott Reynolds
30508,Jack Sher
1168560,Seyyed Reza Mir-Karimi
589489,Sergio Teubal
83360,Kimiyoshi Yasuda
1239317,Mark Hall
562326,Grigori Kozintsev
41720,Jerry Paris
1386745,James Crump
1364789,Xavier Picard
80107,Akihiko Shiota
1266201,Massimo Coglitore
1134502,Chu Mu
1016134,Martha Stephens
96446,Kevin Rafferty
65525,Howard McCain
14692,Nick Castle
1182832,Anthony Powell
21371,Amy Holden Jones
933226,Stéphane Robelin
1201869,J.B.L. Noel
964306,Peter Rader
1490323,Yoshiteru Satou
545229,David Weaver
22598,Dore Schary
1191769,Sujay Dahake
1111717,Paul Dalio
21544,Richard C. Sarafian
101361,Shuhei Morita
736,Menno Meyjes
948217,Bill Benenson
995557,Justin Johnson
72258,Steve Boyum
1016035,Max Linder
1080989,James Dodsen
1144604,Destin Cretton
76439,Rosser Goodman
228461,Barbara Wong Chun-Chun
550104,Scott Hamilton Kennedy
90108,Mark A. Lewis
70448,Wolf Rilla
940810,Joaquim Pinto
100505,Richard W. Munchkin
1183409,Agnieszka Lukasiak
5367,Zach Braff
100345,John Francis Dillon
141194,Marc Daniels
139467,Gleb Orlov
1361113,Shannon Harvey
94063,Waldemar Krzystek
16475,Burt Reynolds
57492,Morgan Spurlock
17329,Neil Burger
1266897,Daan Veldhuizen
1337286,Shonali Bose
57594,John Cornell
92397,Ian Connacher
230441,Abhishek Sharma
1445806,Erlingur Thoroddsen
1001012,Shinsuke Ogawa
1364790,Hanna Hemilä
1324172,Jeremy Degruson
1379812,Jeremiah Hayes
61970,Ben Gluck
1396218,Ben Berman
99082,Jovanka Vuckovic
43468,Guy Ferland
228943,Holger Haase
930623,Puja Bedi
19142,Kenneth Johnson
35268,Frank Paur
1285197,Rob Pearlstein
1006774,Maja Miloš
58385,Dror Zahavi
1051381,Lav Diaz
1080888,David Maquiling
130402,Semih Kaplanoğlu
1485322,Benjamin R. Moody
151502,Bruce Bilson
75725,Robert Connolly
94108,Dennis Iliadis
1276274,Michaela Kezele
18502,Alfred Vohrer
4338,Peter Pilafian
37497,Pere Portabella
1282041,Emile Edwin Smith
92834,Randall Rubin
592922,Jean-Luc Perreard
1029158,Fow Pyng Hu
109599,Mark Edwin Robinson
286679,Adam Ripp
1322096,Thomas Gomez Durham
57328,Barry W. Blaustein
1182819,Brian James O'Connell
237884,Andrucha Waddington
8447,Jeff Daniels
87755,Dagen Merrill
581079,Andrey Malyukov
81718,Mamoru Hosoda
120025,Giacomo Poretti
119293,Tarik Saleh
72024,Malcolm D. Lee
135273,Steven Green
188269,John Leekley
58137,Chris Noonan
57323,Piet De Rycker
455,Paul Haggis
1152,Oliver Stone
49855,Gaël Morel
1030393,Suparn Verma
128107,Gianni Amelio
1387146,Mark Region
1116651,John Jencks
1489544,Aaron Lubarsky
1064049,Alli Haapasalo
1424434,Ryan Miyamoto
18254,Simon Wincer
97205,Kon Ichikawa
16813,Philipp Stennert
90694,Gillo Pontecorvo
225722,Konstantin Ershov
123695,James Nguyen
933735,Roberto Santucci
112132,Fernando Eimbcke
6400,Tom DiCillo
61961,Dave Thomas
78600,Jordan Roberts
2090,Kirk Douglas
105581,Ari Gold
136495,Damien Chazelle
139673,Olaf de Fleur Johannesson
568279,Daniel Benmayor
936896,Marja Pyykkö
57852,Tom Gerhardt
1198180,Guilherme Fiúza Zenha
33223,Hal Roach
1099354,Henrik Martin Dahlsbakken
1187397,Steve Skrovan
92831,Herman Yau
53671,Rakeysh Omprakash Mehra
87059,Galen T. Chu
172874,Kirk Caouette
82724,Fernando González Molina
123512,Linas Phillips
81727,Darnell Martin
1444444,Ahmet Uluçay
62081,Michael Damian
217587,Leslye Headland
931481,Matt L. Lockhart
939280,Doug Wilson
1484253,Daniel di Grado
10967,Steve Kloves
129641,Michael Emanuel
45730,Ramin Bahrani
1827779,Shannon Hartman
137055,Cláudio Assis
9200,John McNaughton
126462,James Hill
968303,Javier Abad
1098,Mark Helfrich
225142,Philippe de Chauveron
55916,Gabriele Salvatores
126599,Vincent Patar
28543,Linus de Paoli
1284099,Gillian Robespierre
126951,Simon Langton
116326,Philip Dunne
930567,Enrico Casarosa
52961,Dennis Gansel
73282,Paddy Breathnach
34518,Matt Stone
15574,Brad McGann
254234,Fred Haines
110676,Atsuko Fukushima
31409,Edmon Roch
69174,Erik Balling
940694,Howard Brookner
59891,Martin Hynes
218096,Tim K. Smith
56281,Joe Gayton
34682,Jeremiah S. Chechik
35453,Pierre Morel
26048,Ben Browder
1053508,David Riker
12995,Marc Forster
103156,Mario Bianchi
113600,Susanna White
88153,Frank van Mechelen
1349486,John Mckenzie
142254,Phil Victor
23799,Uwe Boll
22669,Julien Temple
65521,Tina Mabry
81761,Andrey Kravchuk
237072,Kobun Shizuno
18592,Tom Gries
63983,Roger Nygard
1309485,Christian Keller
1378416,Mark Monheim
60545,Damon Dash
11357,Bruce Campbell
14639,Mel Brooks
95977,Zoe R. Cassavetes
19841,Mateo Gil
54675,Zabou Breitman
34357,Abby Berlin
1079442,Janice Sutherland
1210789,Peter Horn
1496579,Johnny Burke
5953,Spike Jonze
1084414,Josh Koury
556471,Ana Katz
84737,Adrian Shergold
43439,Scott Ziehl
1709464,Christopher Radcliff
142618,Adam Curtis
31439,Bryan Forbes
1178605,Andrew Nisker
94264,Casper Andreas
1285170,Vijaya Mehta
7396,Peter Farrelly
1096336,Dirk Hagen
131791,Vlad Yudin
1524017,Jerry A. Baerwitz
88228,Rocco DeVilliers
558860,David Zellner
66274,Richard Tuggle
1225107,Meredith Edwards
85234,Salvador del Solar
89179,Chester Withey
1076801,Ozualdo Ribeiro Candeias
436081,Sean Fine
1160274,Alex Coletti
101477,Alfred Shaughnessy
1123261,Saverio Di Biagio
1574229,Jennifer Coyle
17582,Nikos Nikolaidis
39713,Richard Ciupka
1057663,Stuart Samuels
224114,Francesca Archibugi
1063614,Tommy Bertelsen
56208,Lucrecia Martel
223349,Tom Stern
58552,Burr Steers
31152,Geneviève Robert
179923,Maurice Noble
28889,Theo van Gogh
64950,Charles Swenson
190341,Joe Ahearne
94007,John Power
88134,Adam Silver
1386749,Sarah Kunstler
66250,James Larkin
1130914,Jeethu Joseph
141026,Gene Rosow
228286,Duncan McLachlan
72109,Christopher Kulikowski
101885,George Archainbaud
54607,Bahman Ghobadi
17753,Lionel Barrymore
29327,Rossano Brazzi
70070,Josef von Báky
130791,John Lyde
18525,Luc Jacquet
4385,Sergio Leone
82641,Paul Fox
57082,John Stockwell
15361,Josef Rusnak
1018072,Adam Abraham
42993,Martin Donovan
585035,Óscar Aibar
129561,Joshua Safdie
8965,Roland Joffé
45421,Todd Rohal
139874,Hype Williams
573809,Scott W. Mckinlay
56739,Peter Chan
102964,Raphael Nussbaum
230652,Ryuta Tazaki
79193,Jack Ersgard
937827,Barry Poltermann
35736,Karan Johar
559175,Toniko Melo
57646,Henry Selick
52413,Jim Strouse
254081,Quentin Masters
1169957,Steve Winter
17380,Jay Chou
69982,Jeff Bleckner
1678991,Tsuneo Kobayashi
137492,Veiko Õunpuu
126620,Ross McElwee
60074,Jeff Garlin
32640,Bernt Amadeus Capra
89674,Benjamin Christensen
29705,Jerry Belson
52139,Seth MacFarlane
5344,Meg Ryan
76193,Geoff Burrowes
83189,Paolo Virzì
139250,Samantha Lang
85822,Anthony C. Ferrante
1161014,Andrew Jones
56380,Sergei Dvortsevoy
20019,Lee Daniels
1384771,Jennifer Wynne Farmer
1629919,Matt Kugelman
132161,Richard Levine
1755721,Alexandre Arpentinier
1126411,Dinos Katsouridis
94180,Charles Reisner
151980,Graham Theakston
26882,Kiyoshi Kurosawa
47935,Richard Curson Smith
89683,Alfred Santell
35771,Aditya Chopra
1458114,Daniel Ragussis
1030957,Marina Person
225244,Hiner Saleem
76813,Ram Gopal Varma
96199,Liz Garbus
1125240,Barney Elliott
7399,Ben Stiller
47792,Joseph McGrath
71786,Rex Ingram
128991,Will Lovelace
124757,Sergey Nikonenko
1270,Charles Martin Smith
1092607,Benjamin Renner
930701,Marius Markevicius
14139,Anthony B. Richmond
589129,Sean Branney
1545036,Andrzej Titkow
16837,Mark Steven Johnson
1171037,Kote Mardjanishvili
26436,Helmut Käutner
1016305,Wang Xiaoshuai
1111709,Tom Putnam
238714,Robert Frank
59611,Pascal Laugier
106381,Norman J. Warren
1194699,Joe Begos
84277,Lars Molin
78023,Michael Herz
163190,Allan King
285104,Nabil Ayouch
1566371,James Hale
17114,John Cameron Mitchell
119059,Tony Cinciripini
96813,Maya Deren
44763,Edward D. Wood Jr.
575123,Per-Olav Sørensen
70520,Shane Meadows
35475,Sean S. Cunningham
97141,Taggart Siegel
573540,Arthur Davis
48055,Paul Leni
588831,Trisha Ziff
111492,Alan Johnson
1179821,Edna Luise Biesold
1285985,Chris Sun
40235,Jacques Deray
89749,George B. Seitz
56154,Antony Hoffman
59362,Andrew Jimenez
145833,Marion Gering
125455,Jenö Koltai
225005,Mohamed Al Daradji
46054,Reha Erdem
213380,Milorad Milinković
147050,Mizuho Nishikubo
47399,Frank Tashlin
1142319,Steven Feinartz
75990,Marc Gracie
1336211,Gytis Lukšas
936521,David Helpern
140434,Vladimír Michálek
196197,Albert Herman
583068,Andrey Iskanov
13563,Norman Jewison
88309,Julián Hernández
1427690,Deedle Lacour
1803610,Bela Fridman
126882,Declan O'Brien
108,Peter Jackson
95433,Suki Hawley
82839,Henry Alex Rubin
87257,Cary Fukunaga
126971,Marco Risi
21183,Nicolas Winding Refn
72620,Dan Rosen
228334,Alejandro Chomski
215499,Tom Caltabiano
145867,Kasper Barfoed
1413722,Eduard Grecner
563550,Lim Chan-ik
58080,Brian Gilbert
76547,Aksel Hennie
141934,Jessica Edwards
253241,Alan Spencer
1198030,Noam Gonick
139570,Diederik Ebbinge
56401,Jan Kounen
92410,Anders Nilsson
545139,Andrew Parkinson
81717,Eddy Terstall
168782,Don McBrearty
4014,Paul W.S. Anderson
95675,Joseph Kuo
27676,Robert Markowitz
12677,Matthew Robbins
1199518,Fro Rojas
44036,Michael Miner
932368,Russ Hexter
67451,Delbert Mann
29779,Michelle MacLaren
101899,Walter Grauman
5501,Gary Fleder
240747,Paul Matthews
132257,Giuliano Montaldo
94916,Phil Flores
9248,Nora Ephron
233485,Denis Thybaud
142571,Kilian Manning
588701,Des McAnuff
75296,Angela McPherson
80286,Martin Kunert
20556,Bertrand Tavernier
2691,Tom Schulman
94218,Roy Del Ruth
18268,Peter Tolan
1284141,Ama Lea
1085258,Frankie Chung
1234226,James Bruce
87082,Jim Mickle
1035830,Sean Dillon
15358,Vic Armstrong
7791,Peter Howitt
123401,Michael Gordon
21134,John Slattery
66022,Pascal Arnold
213549,Rebecca Cammisa
67361,Marius Balchunas
1121068,Dinos Dimopoulos
22012,David Worth
1376617,Audrey Cummings
686,Willard Huyck
77947,Michael Schroeder
72496,Yôji Yamada
100274,John Grissmer
46391,Paul Auster
87355,Mastan Alibhai Burmawalla
212687,Daniel Calparsoro
116076,Greg Franklin
130270,Peter Bratt
1656537,Michelle Walshe
5524,Andrew Adamson
1181083,Adam Blaiklock
2245,Yvan Attal
572551,Paul Dugdale
1013107,Tikhon Kornev
83199,Tokuzô Tanaka
1540341,Chris Blum
59291,Alexandre Aja
5657,Anjelica Huston
1140644,Ville Suhonen
227918,Giacomo Ciarrapico
11091,Brett Ratner
98514,Stephanie Rothman
20023,Youssef Chahine
143463,Dave Fleischer
1486452,Simon Rouby
106782,Ömer Faruk Sorak
56206,Kornél Mundruczó
12524,Chris Carter
142603,Julie Dash
15045,Michael Lembeck
587444,Horatiu Malaele
234423,Kevin Harrison
233491,Sophie Fillières
128291,Ivan Ivanov-Vano
126566,Giles Foster
221734,John-Paul Davidson
29289,Frank Agrama
1136486,Gabriel Clarke
1248560,Katsuyoshi Yatabe
129985,Teach Grant
129514,Peter H. Hunt
140229,Mehdi Ben Attia
583927,Birgit Möller
1363227,Ishi Rudell
26510,Eugene Levy
109837,Gerard Johnson
985182,Bitto Albertini
114004,Noah Buschel
1185040,Pyotr Todorovskiy
129116,Worth Keeter
224519,Tony Liu Chun-Ku
18626,Andy Warhol
1031752,Cameron Casey
45785,Jessica Nilsson
120930,Jon Jones
74619,Sean Anders
73124,Akio Sakai
1483905,Guillaume Coudray
1199016,Aleksey Uchitel
1175499,Robert Smithson
1085268,William Roth
1212571,Jerry Ciccoritti
1134,Marin Karmitz
11426,Ben Sharpsteen
66150,Yann Arthus-Bertrand
38883,Arnaud Desplechin
145175,Albert Parker
66512,Tom Brady
205639,Jim McKay
17447,Terry Zwigoff
81874,Julie Gavras
47517,Roy Boulting
128308,Yevgeni Sherstobitov
1091983,Tim Graf
1177889,Susan Woll
1112606,Linda Kandel
1270257,Gilles Balbastre
74376,Cem Yılmaz
57795,David Field
150,RZA
928146,David Wnendt
182,Mat Whitecross
33513,Clive Donner
143675,Oleg Fomin
1336940,Park Sang-Joon
239551,Nobuo Nakagawa
87043,Kelli Herd
43652,Takashi Yamazaki
583399,Ephraim Kishon
18878,Rob Cohen
1735355,Kentaro Hagiwara
11572,Carl Theodor Dreyer
119114,David Moore
12178,Hiroyuki Okiura
107563,Shunya Ito
1278793,Heidi Wittlinger
69238,Bruce Sinofsky
1061573,Dana Brown
58375,Andy Fickman
550045,Jeff Zimbalist
40575,Michael W. Watkins
222811,Tomáš Vorel
132495,Mai Tominaga
102177,Gary Cohen
