directorId,movieId
240363,65075
15254,210365
24882,85942
87565,25450
588701,17711
5917,24051
10491,12775
182690,257912
1121490,24057
58689,77469
45572,30877
28445,139862
103509,115909
6400,37659
1167437,14463
39996,4916
8929,623
1183990,201847
72496,253232
1047497,159211
1144092,159770
1435343,43477
51918,102858
5342,11000
14614,46636
10316,111988
32096,12266
30711,44754
552978,25395
239637,299715
97618,27674
41029,37653
90510,366170
78160,324807
1072375,280612
91455,163791
231521,49060
2294,12279
88077,299582
1582001,409820
99346,27986
87355,83382
64875,10344
914892,79990
81013,311215
6220,455
78268,287493
40864,40769
133004,43751
81749,49685
104876,264560
84034,112284
11983,60623
556084,66113
1103,14834
117794,26146
119891,138667
18898,10756
74881,34509
8750,57725
1424388,323694
100793,46184
64950,36751
38906,12578
1331822,277459
544653,248390
105251,29923
21677,37565
8685,253626
89924,158113
4135,16619
32375,20914
1538892,358238
1043877,81515
2228,5915
22020,2152
21792,18828
933247,88051
3663,15788
93905,28345
64796,10585
107547,31034
224419,56500
82751,277809
17880,79593
80671,13700
70835,18252
14855,22649
1219477,257117
1646178,384262
1008387,53129
1380602,297641
96369,29008
1673803,413770
1681431,416635
10316,48336
1199644,215407
16888,29146
1441200,442491
3774,51175
567202,16049
152456,124067
27005,407375
230714,430988
18308,1498
225893,72842
1019955,71064
1155930,173168
6198,9917
10781,1945
90864,25587
57639,143754
550045,53190
1284691,38594
56851,13204
1668641,96105
17494,11077
235150,100923
11472,15237
1481356,346170
110783,41141
1331163,276908
173667,295144
97278,31412
24281,41648
18574,61431
4610,92060
1075004,121822
876,51209
228177,20270
112252,35105
240735,82485
143385,42367
81199,23604
15810,9994
78860,45302
57492,9372
1138584,126555
57206,26738
107463,93890
1335494,278738
25744,22085
3776,79591
10491,633
54060,8209
71871,19495
80762,36836
84034,52239
137442,62276
9956,186766
56106,11215
239934,85398
152510,102909
120127,35554
29471,17212
5763,778
933277,234155
2746,33667
147112,53042
32802,105526
1024945,164502
216925,253262
10076,691
1031166,185111
64131,10183
1489560,351037
110962,33588
81355,36683
76381,86360
33062,114081
103393,45537
42309,112947
628,149871
9880,143547
72197,43584
144812,15709
8876,44507
583881,83214
83534,18755
10395,8669
27146,352128
14643,37650
35734,10073
89113,21765
237770,359807
564949,347944
9730,4558
20310,252391
69488,36108
563813,71786
107276,74197
14860,99351
9740,38421
134604,257874
1233895,407655
57434,73935
507196,80362
240,247
97140,24837
106491,52736
58689,14585
215917,199160
437833,65218
125091,97943
997819,232795
12238,46995
57359,180162
80704,40644
18927,271433
280,36819
163412,47122
31074,3176
936236,248633
185050,38364
4610,9080
46282,42082
225896,38399
113799,38096
38774,4657
557208,69803
14643,43499
19842,65795
229351,285700
68573,13163
19304,26535
108,122
1427193,12428
122969,201695
70905,11910
1170612,189227
234400,433082
122402,22857
21879,9837
44878,89242
8823,28963
129284,84505
228762,57186
3776,114982
20412,2897
137400,44775
1106620,137079
130959,54890
1449268,250756
9789,9465
1870,12632
8844,3101
23968,4614
29571,71067
6593,50117
1082436,126318
15557,50620
19224,46837
2087,31713
15798,32144
84157,19147
220691,40768
2087,42661
107414,250096
550475,36162
27676,47369
12011,29829
114334,354287
29009,17414
1254240,48661
63550,37432
981854,70264
940789,34792
2589,354859
37360,199072
1198799,214157
82413,31773
230715,338517
38250,19893
20382,14913
14643,17687
1201756,217129
7501,32030
94218,108209
81749,44411
141696,62756
190,37917
21053,25284
69219,11376
37361,258384
16410,40246
39779,40350
581415,77241
33558,3687
69912,47587
82564,291868
225723,118153
65615,286548
137660,322317
143671,102858
90522,127475
76910,93188
1927,10261
138006,114390
51955,7092
23393,22521
142013,159117
101802,64325
14674,120862
18957,19199
17282,120852
9855,32665
142603,49635
120226,43771
1037667,151068
110783,80256
776,9085
1462090,338309
19093,117992
19416,34015
10781,27196
32083,25290
228729,32928
1576220,417936
67813,136400
1059571,114750
545083,192911
930713,84354
1038509,45115
36804,9821
26959,86244
77965,15973
23393,6071
57607,37702
16848,104755
12160,42092
38585,7216
125398,41996
121216,38060
224114,56400
566275,72525
57630,35944
4387,302
108987,246299
5140,33016
96387,122794
77964,15184
3776,26298
1031128,109690
937133,261810
1082623,54860
137496,46809
72467,125587
16294,37923
1037658,195535
583394,82027
202122,85887
262055,13533
608,16859
13776,982
89745,23104
41549,10635
77089,425134
1135290,48854
100888,53220
1082350,339888
55476,328589
11195,14257
77309,85872
1126,49098
4014,45549
91499,36614
138076,78250
142594,126423
69392,113823
64508,161565
442286,387999
57641,63071
132964,301875
168683,173491
61357,387444
608,158483
90667,23947
69946,123049
230360,426166
574240,75232
78021,14005
55587,34769
563461,126692
4090,95136
1106693,323435
122449,250766
72197,97899
107446,64688
44130,62768
6817,44379
12964,9749
33534,19386
1214133,167262
1383170,253612
76408,60964
65879,205481
12840,4954
1401440,302502
112117,42167
208527,252178
23532,209403
10707,47168
70027,120922
202122,52805
64877,10345
26760,49291
76100,113271
18598,43015
67106,119634
10038,59474
1211732,64924
23683,347688
2042,1683
90818,24091
18834,11874
35771,14072
29648,13549
1138344,157123
15488,1926
1050044,87017
1564559,387558
81220,17082
1173102,334543
145228,48395
3087,324333
1044803,168819
1213778,65056
67971,38262
26134,39288
25558,167882
30956,19095
121873,40876
86290,43654
2710,31646
1178463,198143
122740,36662
37577,42002
82518,34862
37360,43419
115279,324260
933164,89584
8636,72241
64114,39209
107571,14224
13,25890
929662,83492
54050,203739
12711,37857
1077998,123362
15858,57683
64141,14054
129059,61314
10601,993
100888,236696
1129755,76822
131884,44997
133518,45713
46617,74122
67632,10958
1035867,239706
8300,20348
1156138,173327
183,42994
110348,144393
131668,75861
6737,77953
68359,228257
1162816,178862
37535,4652
14838,14328
81104,16973
97704,27408
228439,21616
89924,47883
971550,148430
106345,41663
135795,70917
105313,29406
94218,120837
16002,42783
93904,68443
54441,107282
1177843,56245
119195,37905
19969,12723
55075,339396
102429,29066
19457,42541
1248900,345896
132964,158907
994161,92189
18635,217085
127483,37587
150641,16112
1027738,16690
227083,57889
235876,107705
123738,309028
931952,57654
90667,358907
1126,10754
1121179,46758
14520,14554
107395,314065
93906,245268
100664,37066
121781,161273
1024246,190876
1167794,158231
1907940,234555
110695,54254
8574,1653
137427,35650
1497207,268021
83784,18888
1373888,421365
233375,302436
40192,95015
82796,301016
1426405,325113
55038,8447
66548,24828
1566166,47867
78157,26639
71338,58669
125910,97938
1314015,406385
236583,18517
51677,61501
4415,42236
16862,34280
90228,23524
70862,18692
1026369,299730
52909,8415
543592,16031
1223530,58792
56338,24357
20665,39358
38572,4613
932644,94965
13953,53598
44554,39386
4590,5722
223520,55996
134102,94790
73499,14561
207718,104524
13015,88285
7187,526
40213,256108
68,560
44878,93562
945058,152023
1621466,309879
1134732,64348
155598,27260
146793,276155
60074,13066
5561,28532
124831,130593
146964,191476
142276,336455
82259,47479
44807,60199
115891,139230
99436,41378
1807082,455188
146438,221667
126467,350505
30647,3122
56710,23488
74112,167364
223275,55852
38689,134746
1005696,461088
933181,15282
72005,329809
18889,10366
12238,851
190,20187
55934,246741
86981,21001
1152191,194548
1713740,264746
122506,32147
13284,17640
35269,20756
43652,248087
149619,109176
564,76
18899,85014
30249,23001
56635,100183
55785,47002
3238,104485
125738,395992
1424432,324322
42,1951
1115707,294651
35525,102938
115891,57722
76978,101740
35318,25872
57854,27989
54222,11540
75510,254143
234646,24410
222443,122190
54469,309299
11091,2109
57895,361263
21792,92000
53861,11157
29744,3030
1124549,137769
96323,33586
20674,139156
228696,73881
73289,33175
149125,53861
1039971,273890
1066705,204582
72891,28690
19304,2990
52961,52587
122778,39376
100036,31509
84470,142023
87700,82937
98132,95493
2636,31930
12160,41781
94063,25667
976812,248781
72952,58720
27923,87060
6448,70199
139355,76737
129044,42872
82307,60083
15488,1116
935123,87408
17608,62728
116187,148357
78336,15542
128217,42571
10757,29963
5696,42040
25826,28061
10516,82394
58316,275771
144821,189420
574389,33916
94218,52844
1101410,238603
72769,297288
1096377,64483
106491,163814
1041583,107426
1068466,59533
1046586,319396
129139,372946
929825,72946
127542,71704
1269467,376543
13980,62655
80570,26531
40402,210609
17119,67089
1159846,121667
64163,118957
1039193,105942
9168,11296
2245,393407
25236,58311
32375,61911
1087772,128795
87191,14474
115754,19715
56205,108241
148100,46286
59502,380754
81749,105448
85808,47407
11401,47423
144422,250671
67426,137429
1037658,195557
129059,297745
1036281,104431
1157580,174905
88046,21896
62369,22824
8574,47140
979451,264389
10146,120785
10808,47657
113705,57248
173686,70489
1065698,148176
133237,57662
41092,73065
16780,85690
73151,26155
488,329
1121132,144390
56173,10017
144195,8985
35318,252746
71797,380808
137057,37817
102557,29009
68682,359353
125977,258435
54176,8265
19656,56272
12238,19072
131786,44936
64864,10693
80570,184862
8635,25698
1354959,385736
34949,30068
939330,17108
92561,42107
24279,96821
98350,27595
1276202,74137
543842,97051
90454,20495
1210790,319396
70862,138357
131792,62190
1626259,91266
85279,19874
138,184
124238,44502
585272,179288
1470051,341517
99049,141063
229765,205236
223655,61313
73256,43017
146793,105687
1511016,360205
80570,76211
1110611,41886
115279,84177
1596776,297167
22012,63317
1081907,376581
21807,13537
140500,42561
66150,395985
68627,11214
142594,99189
1680830,96750
87059,21044
15183,85009
580824,70278
49214,109716
1243,10849
44264,5595
80585,216672
32765,42193
45627,235093
1592935,371818
64992,159862
69741,15276
45030,90726
21113,26408
19665,2575
73189,39468
56204,8893
123238,312167
13953,38742
2460,39486
1343926,86215
1316783,342473
19707,27244
33806,11144
1311031,264269
1079379,124080
221723,374739
121971,80831
1467269,63140
32765,11308
76381,118889
80523,239018
1010920,65186
55793,203186
217562,170039
1213124,92326
928763,135362
545730,50162
135335,280437
936896,241448
54273,8276
22467,75958
88554,21910
1776,242
131617,39452
1032011,339527
95407,18443
74376,295748
116805,43074
302339,18475
6111,25497
137787,28205
76418,15088
106242,183128
1401439,302502
222316,374883
13426,17795
17623,64935
1075844,104086
2228,1926
131321,250833
147042,66118
548658,76809
76100,113594
1505912,293189
53525,84242
84451,66942
38072,65283
1422664,433244
30018,50922
62043,10019
5917,438
1091982,130754
40230,18316
57436,212865
7067,172014
21037,38178
584146,42140
1341360,290235
127507,75350
54767,33481
1050912,44369
150330,180998
3632,107592
1124099,328212
1927,9051
236374,57779
237137,156180
4575,16077
91730,200664
19069,2527
1175620,377275
57962,10032
114351,35253
98120,438108
1103831,319396
87671,64372
93906,190407
87318,203060
94155,25719
1423197,320179
52576,79528
105559,30019
92410,136071
2388,200
1208357,222939
11572,48035
74730,25584
591273,168976
1424431,276537
1744,28436
8965,79698
1017396,371462
1148535,394723
992696,92132
9740,65718
94471,25975
21958,15573
152646,65596
56710,37565
129694,67849
39009,75710
105153,26165
29504,35185
37653,263065
1160620,177703
578,19067
30008,36006
552208,352156
31310,50688
11770,2687
995407,214597
1122367,145154
41159,240607
1160008,170856
92227,231625
12987,12151
40549,103648
21808,63493
110174,33152
200011,81900
105866,65045
68993,199423
1002601,101006
51516,72111
28672,43768
2758,41039
1053958,120995
1179823,199647
19224,13168
371298,75623
14860,90523
115226,36048
30149,170740
64815,348507
48055,27522
65314,19223
581423,130358
1899,418437
7623,16871
68,14615
55116,9827
21819,103210
29648,34202
39853,46223
96447,26851
1752459,440145
105984,107321
1092208,148811
1288710,253257
1201090,40920
90070,38662
100022,67988
954103,57655
78845,33486
585412,82575
12840,45928
39009,71395
366,69
26595,87541
11614,298312
1171142,73103
1069303,191104
20412,12707
90204,23508
235958,203780
150975,86267
81964,44103
35318,4201
39905,424634
1187306,32891
57436,43912
556165,42973
114629,60269
536712,97110
137762,193726
236856,69841
145797,215538
8838,94065
563461,126208
1086269,8985
1200079,143777
1485577,347968
488,10110
150988,54685
1200565,412202
92561,448449
14520,31658
8636,6844
36804,254375
1496470,390592
63937,47065
226615,46198
57206,34838
1185900,16226
136183,49250
81727,14299
930012,83732
75960,358912
67426,144465
125690,117800
3110,5
1051974,25032
41632,105848
5970,49456
11181,11790
936871,96497
30833,182950
2303,144
1279053,95372
584035,164144
13340,99567
126768,63727
134129,402529
15602,107667
1072046,120360
53925,213681
37362,4460
220274,55322
1175704,288298
1036816,318256
15488,38884
67919,11047
1416344,319964
544700,92285
1744,123868
366,5176
1496233,343059
1156680,173874
32327,31515
12453,843
84783,380254
125690,47184
101225,42487
1654252,407531
1227826,40218
54441,42175
259506,55676
812068,207273
41616,196491
8452,48775
10781,1957
1129598,432959
1199132,214256
26882,27324
260933,108391
116779,159622
65429,39057
31898,289679
9108,10766
835262,83284
100296,39043
2662,175553
3359,24012
70069,135390
20025,42718
1056732,63273
10610,92796
96372,75634
56033,11719
20770,129009
84981,199556
82800,107999
2765,221
80047,26588
23393,63327
1314222,261906
31894,60202
97573,149957
1100748,290217
930633,236655
1561352,77852
4135,4958
590960,166773
2291,265758
19509,14204
105477,65506
408,52338
4081,35412
57130,9285
1611614,394812
15175,42648
1033719,172520
142865,43904
61175,117553
932317,85545
67075,336776
209170,110122
564,23949
28976,35564
120552,144910
572234,64944
81220,18060
62514,10050
80948,44874
96439,251425
1167470,49017
130791,65515
567750,37000
13581,22620
5281,12412
138764,22519
3224,48834
92409,56481
932533,356296
1319010,269572
172993,18620
1339342,15414
1111202,253273
1136857,398786
82443,92681
1158484,121573
1004171,30669
1180652,200051
14855,84299
130238,19365
1105157,136087
43439,5460
834,1938
230094,23515
74971,147496
77171,14686
107762,45886
933381,95682
48965,26129
63983,52058
104025,65509
63088,10085
76418,50942
2303,57276
10179,41682
35525,28323
1055094,112531
63550,28370
24380,4484
82885,426230
586002,79120
113594,35016
2675,215
80727,81038
1524268,364410
41616,143634
103031,18206
26760,294992
54050,10330
18209,5062
9108,8738
84426,269148
5636,6547
124748,46247
238384,104505
16959,773
66116,25462
583731,78323
77341,50081
10516,43841
12327,171019
1170612,376681
938691,128396
46325,32909
58689,22958
1709736,215797
16794,248933
56742,9807
35087,12525
5306,392
1046821,109554
220152,116764
557960,264036
71418,68716
455,43539
1036768,104634
135650,5822
33806,46445
80702,41474
18356,10414
13776,8195
1337779,436994
56998,10173
56851,203696
115732,113882
49450,9028
70862,105059
18865,4108
65994,49199
228274,58699
68412,71720
125340,75298
122904,380694
35325,5653
1088249,407897
146793,146783
81210,30149
18357,45325
1271097,235708
1068048,408509
1276055,280723
59646,9824
126292,14348
108106,31510
6737,38778
73409,13557
80570,206377
89632,53864
37493,51317
27005,383121
17016,10002
224,1413
80387,161212
812068,429238
109083,110029
13953,38787
120670,121565
929510,83406
11641,71670
130988,189364
20310,96468
19708,40487
103931,179603
550476,36079
30833,180819
114923,15974
59997,9886
52968,30762
16767,59388
15287,1088
1821096,74477
40402,5922
86439,23903
555094,152044
64508,188102
107533,56256
8630,42537
104025,304372
24318,66722
1464511,43079
12453,44865
6729,14313
19003,1776
81930,17481
84641,64928
1041733,353725
930333,321068
82461,42809
1017209,353979
19069,4790
67924,63178
160942,3170
1034272,410729
1030499,72663
62342,31549
123885,40243
86152,33714
81013,16916
1118872,143322
13953,25770
814,44260
88092,34494
1196401,212156
58052,112649
21440,11417
29504,43028
52849,321594
48995,64442
6818,46595
7501,551
42113,38867
1088277,349048
933301,330152
1046759,440249
562206,212754
10146,27130
1650,147
1117039,182991
1083434,144454
947525,131880
27436,2721
1031204,129432
81297,59197
1371534,296244
138756,141267
108914,60562
17700,91628
29504,37038
1012088,126610
113525,173205
2675,245627
1021765,110372
13015,9331
30833,185273
80047,16209
2053,115161
31775,5421
125489,169692
1447271,333382
66191,77951
252729,87204
120870,37801
12150,192236
32919,39946
13265,70926
41222,298158
93502,25510
63689,95164
1066930,204506
89749,155751
24657,48561
1154215,171698
105363,281230
95066,92663
59828,19066
93923,25682
57324,12697
98521,27586
27920,16914
71786,29466
1168846,307261
28615,81399
1223,6977
1531416,366631
37451,70461
1250543,429803
801,92
100022,28188
229574,128733
309,64
65390,10474
51572,31544
34611,87417
97020,24037
237952,109477
10790,43440
83467,159324
18738,43795
14520,44766
587603,168300
52629,199591
935843,126969
17016,6016
1085919,266687
2801,80324
1038654,163659
16767,8749
59432,39957
85585,376047
22020,159153
52371,52894
19457,11123
73496,26789
224,29437
56214,52111
608,81
1046494,109451
20556,8425
70221,33302
1491168,282848
71300,186634
125690,46492
18854,33710
146717,31329
1490815,67362
5231,6950
121674,298040
641437,157045
8500,168217
231537,67840
93195,25121
23799,24757
232375,61104
1692463,420519
31493,13820
52172,25953
1290251,178543
57727,14570
60438,20583
167407,15901
1207951,13851
41159,61738
232858,75438
1238131,248870
57454,25956
81116,297677
77657,14978
145714,105861
29783,19587
116326,115549
86261,20513
1755725,441043
1318725,263524
35216,98302
124334,206192
19457,109887
68359,226050
52342,14765
57542,50166
130790,14145
190,322
87407,174278
1287732,77633
1110911,139572
119430,293395
116143,15975
936584,449758
125091,36615
68,71041
1368782,288916
6159,44564
21598,5056
89981,28696
1448727,333953
62410,39901
109402,32562
1139304,67883
1186637,71662
57865,37748
37932,277216
548474,16269
12804,207937
126137,250657
8858,9493
18030,1610
11916,57438
114953,44269
72427,42086
223806,139933
130750,288281
21440,2093
105746,21533
96665,26700
1481000,346079
108107,149117
40230,168647
1168630,157161
21278,25113
92436,411632
1323632,271717
102429,24452
89924,47882
26265,142358
76946,14476
137143,45303
80107,408270
229575,62713
67426,239519
82815,21379
591963,81446
5029,14638
6521,236735
82289,76155
234569,149190
110522,15725
93419,124459
82413,205410
1272236,378450
2461,197
57917,378111
23946,22211
15602,321751
1129451,149893
1286553,251227
213485,55165
114337,104439
131846,263855
67564,37920
57895,16028
560061,69499
24657,10264
29078,61689
63772,19675
33364,3632
1091507,143098
68573,258509
15663,33355
1477275,42697
110144,72051
88448,87489
147112,412660
147470,375872
7256,11679
1076627,334328
123695,434510
612897,131836
1049883,110540
30165,53446
20674,2395
120189,42444
240032,79031
81749,17367
14614,11101
76927,60304
2662,86082
2662,3078
65472,75179
15175,12219
114387,94630
55299,14574
186788,93935
149501,153913
126421,38577
30632,67657
93019,41613
15189,49781
37932,4551
1827779,429779
82579,40251
93530,14912
81297,322922
245248,68309
4453,309
939147,389868
994387,92562
37360,71171
133423,37951
559726,45179
992858,89330
8482,41357
59023,20196
108835,32092
1072082,119197
230437,13123
1211915,67493
74257,54293
122186,39100
49214,74469
141619,53688
1122849,139848
84736,142150
125090,36888
10697,51428
1631351,400948
79872,462026
102329,300601
5970,59045
71929,12249
97202,91426
131669,121691
1311001,264569
66795,31022
39138,57144
184475,71754
1050315,194757
113625,13317
1282432,433583
19606,62000
56195,8883
31336,33224
1091507,178469
72891,28072
63924,128917
57579,52505
4955,20345
10491,21035
1184967,225283
1149038,165864
222298,199196
39009,64456
112589,34507
11013,348391
20548,28525
9868,64923
237137,46689
91789,47553
60496,9918
20023,1926
78747,21210
93301,13351
1486838,401294
35325,169009
1161729,401164
84034,38687
41285,26126
5029,11570
44878,34276
1304023,260916
557383,69878
1081027,125164
121588,250349
15488,23523
148557,31927
96255,236395
43792,45714
126971,302802
1362219,273707
11887,2357
66563,12620
1093407,131507
131250,44682
101528,48135
1016856,118397
58059,15489
229962,46247
109744,429392
1056324,118155
793,42502
2294,1992
82444,17875
72266,13652
96814,27040
1056316,113091
133869,136336
19665,4923
16214,94356
999717,55194
10099,290098
240457,411516
118346,37700
1532548,161337
6284,464
69982,52221
46712,13457
46617,121197
4586,16999
1075235,312993
105199,29904
34402,215471
1578398,383001
560352,41498
1137536,160118
13953,46510
1471748,339065
46325,79151
108012,44662
60949,13161
15766,26015
83961,39129
68,20330
1424327,324251
148678,197919
1024956,319017
54607,51413
69099,133575
11720,789
19528,43307
76247,14014
1496449,354296
30689,22020
5077,197089
7879,9487
57895,31047
42748,5302
58514,9682
3663,33733
6603,25553
71943,280416
1095048,132298
1413112,317723
85013,19654
30956,87503
43513,10128
1118019,38831
1178401,314285
29720,66963
75286,30994
1065698,145337
51421,46448
81044,13312
225034,56811
97948,207454
68167,11115
63713,18080
84982,401484
20218,1954
54469,34574
183,33441
64061,23210
1167036,182972
227217,250625
3224,18129
1005134,264038
14773,79008
78157,88264
15705,69592
112002,250769
71570,47559
55934,371645
76813,166255
1652364,403173
15488,164580
1296743,253876
19450,11027
33315,73116
110511,73897
6759,42770
70864,126919
71660,232862
588449,185147
1004602,225038
4499,310
116133,33735
76627,38349
146873,81309
54991,8445
96001,57479
1072337,52620
6818,79838
76981,43008
225887,50848
1028309,120271
82101,17618
2880,27859
933032,86063
1450846,334681
129957,109560
270361,83491
9340,9303
2636,5780
4429,62422
146964,46784
2087,29260
1293762,401387
51984,14979
26713,10391
56109,12261
6949,20689
37360,26038
128712,86331
143593,110160
108888,51239
1167462,184322
111492,22998
1152,33909
510,869
37461,80960
22463,2191
572352,74718
80880,16846
227920,58517
9181,9882
30833,156603
537978,51953
1485823,348089
31497,218305
67411,20704
82304,169020
5656,309245
77101,43437
151294,80521
3289,78571
145605,170234
1149641,167935
1026671,101242
80387,19418
18669,10911
166787,52088
33405,277846
61824,10127
90522,70591
15189,33126
70008,446493
90492,23720
2004,41253
57142,43388
1755724,441043
132452,41338
1093265,128862
1089147,129359
208138,126186
8086,24574
1668250,412093
56225,15942
14674,129553
29963,207636
114629,32595
17403,7512
92695,13417
228433,58760
938835,126929
11993,16328
1080869,125034
62514,13008
56212,135198
48965,11569
2087,26173
96676,26963
21370,74998
40345,28032
37577,48336
106157,161915
56201,39125
2226,37233
81116,107393
11873,13493
109600,294047
95754,140595
69392,43350
10517,53522
1327402,376292
18669,23574
85456,103212
68457,85411
1061255,31700
86203,24122
1292031,330916
16513,31603
13848,53405
1294764,259129
80260,116352
12989,8326
1341360,363889
62644,25467
1102831,134132
42974,21542
1160621,396232
1075662,187579
19304,26578
1096170,67365
87794,21714
116583,63066
120229,83552
76418,1499
1077157,362268
301974,246699
16544,1368
16294,37918
88039,19166
128795,86269
21113,187458
2636,24197
139280,222370
19708,79500
97579,37209
145605,144613
1048479,198518
152222,172445
61357,26491
86382,20637
1190421,20875
53708,244268
223876,56271
84165,39243
19143,145312
55251,58496
109876,32969
39765,24563
1048402,110115
56506,39055
76230,13972
432833,224919
1316923,268297
56661,296100
1046739,367966
3632,261
1123200,145762
89669,23253
131664,110146
89193,37767
134114,74491
225723,155399
108039,31377
14392,12162
1585241,385379
1006372,250777
934803,76726
1250945,271954
558905,99758
81285,108266
1685409,410126
64114,35954
12011,29399
95456,65632
69038,62558
8636,166472
143931,15073
1293597,180252
6094,9375
2303,42481
589922,99647
236884,156896
11523,16465
18378,37296
1145841,164328
1321688,269390
13848,2079
590172,207720
146017,40025
3632,33632
114518,31119
946395,173168
86783,14546
59142,106446
100793,64075
3632,31644
80207,101852
1533750,77670
1031934,102901
1068143,269495
1174031,21352
6759,273883
67753,11564
107147,94331
56205,20156
1521130,361475
1210543,220287
51962,20120
123694,17708
1024945,99247
587621,79611
1038001,63350
25236,110410
25236,45397
1608376,393368
58483,9677
39861,4896
3663,38773
235715,39464
1567534,340187
116750,44685
3556,423
230339,17775
5696,38920
127802,331075
85495,41487
1496,118131
81675,19980
1525302,364830
44763,36489
55421,24654
236959,374142
107721,428398
37361,5953
8636,92399
40549,11285
126462,28356
63891,128612
96369,51857
35734,225703
55692,53949
1217874,161806
140391,48392
82800,53441
81285,70113
7678,15936
98940,15590
49903,300441
53333,20766
1168004,297983
1515861,45824
63052,13054
13848,31819
5005,337
1461473,277558
1194569,48346
583166,58069
6345,7090
40230,45147
52049,13563
21981,17629
81692,310417
33064,96935
8635,701
550172,68016
236013,76438
1152007,169794
61087,9963
55161,10049
865,38356
31033,3173
93905,18712
2801,117483
109598,68774
17884,411873
143059,53214
17582,131476
1274933,239845
1652546,407036
1120660,91237
143142,49961
8392,141043
35785,44566
1603348,123728
95995,26679
1614409,390376
26328,5465
118303,152611
29720,79892
56207,64404
449889,109843
33880,118439
4600,927
7187,39503
1082610,70061
1130788,345918
77063,14573
376896,113329
1349888,70939
94218,43599
21904,127329
4037,10158
1593344,361617
20629,15301
145608,52247
63423,397415
264013,143005
89824,240483
86246,70412
14643,86608
564,132344
42171,22121
58052,45397
15217,23629
81693,81450
122740,199655
407,23476
108738,64091
19804,1896
1129382,149868
96780,31184
686,24923
38595,98025
223844,56126
1139814,402455
18738,178452
76418,36797
71174,57564
83281,18595
73150,95892
1269290,233841
18834,41608
258498,399615
93991,117506
254520,34461
956,274857
101528,197489
40,27883
115698,36606
1003190,258363
77003,174751
1418960,318225
11614,114284
112833,101915
572711,50177
90641,202475
97864,31277
230353,15052
1262688,329639
121760,38986
1150,111
77300,24826
20025,42170
89751,29286
72320,46332
45459,55420
110211,33150
95882,26630
1058959,234155
19359,1836
37915,43158
131397,371447
32154,26774
11218,673
131388,44770
88467,22182
55992,32064
1382224,357799
1498767,331592
29962,31404
87009,260176
66088,10655
51950,54795
137055,360612
122785,336808
938816,90888
77101,108852
18392,46757
37915,82077
1724,404378
8686,18094
34630,62363
30309,4556
213341,42262
1226900,191599
62541,25643
56197,8884
72709,37230
1450864,334026
1338386,280583
1331173,276909
68424,28162
142013,379371
1270225,234862
1097864,133736
225706,53237
992965,116008
577473,421928
78621,13246
24939,37468
70500,118309
119015,37873
93922,115373
42804,97449
57239,40955
442985,270886
91641,23523
130514,167198
53782,113629
21305,132883
6778,36631
1478650,345069
32919,37222
1186433,322317
116641,25381
146954,107978
21206,189197
1329388,45682
110146,117337
2662,34187
58448,10897
1210747,62616
1327113,273598
98534,22059
20556,57695
1144650,281783
1214133,59809
90037,17990
2428,85876
47773,92323
11770,12122
201279,44606
18533,91396
1091507,239553
18897,10975
74863,76589
29962,42816
9168,12104
56836,48336
122029,241432
1472468,342562
97714,170261
68682,184061
49214,29451
99859,326890
185,37433
1110375,139212
225020,212836
1313666,361733
1106593,288290
57130,308266
145491,47215
70100,269650
50542,32613
21737,149763
122590,209091
2523,11808
86151,92771
1098264,50461
6818,62437
47826,129966
1024215,100274
11523,106807
1118682,300945
1686489,35927
1431493,324963
1026361,101190
935455,87817
126030,41279
15488,59065
139558,52796
96861,27062
38507,31608
33094,23599
110347,155107
135340,305638
97966,30315
62043,37108
87671,32930
119430,329868
93410,25239
59874,110692
932317,85394
52049,98066
60438,28969
240777,77248
226101,296779
54796,256731
8635,51355
5917,17158
1150,8688
280,157834
32327,42603
1036428,58062
1360557,366269
21227,39973
224788,102024
1190398,87759
7426,546
59,240832
119195,348060
1424393,324293
94471,309425
19937,73562
52629,9272
1488051,349138
1052791,96631
235946,384289
9168,10397
1356069,288427
10723,12596
10051,31909
1111175,168320
1572150,381045
31654,47924
130141,14108
2880,41090
14855,78998
96205,254902
1359001,268853
56735,173185
28399,27318
16847,263472
1211000,225565
1152,47426
72543,28148
139280,141803
106345,41668
25165,44383
27236,40836
12114,31945
939452,359245
70262,11694
68424,31486
5974,442
130028,44010
263260,114594
45572,30876
111059,26587
44955,104274
1026299,167644
29907,141978
553402,68663
39104,22171
10781,31563
935669,87952
1098477,68179
323,65034
34580,151227
1189539,423681
96323,267806
1055722,248781
61490,24868
1287732,29363
212678,50364
95550,214105
933199,79378
31493,54837
1637831,36130
1113116,132232
588758,105627
10249,12578
64099,30071
6729,10922
26959,26242
102296,446076
84040,13167
47399,42305
18868,1725
1106142,32237
16294,274
32175,155685
71080,42430
20561,47504
1158417,176077
21806,20802
10491,563
1084905,221732
33026,153163
1040707,119698
83865,48496
130023,44006
143561,41348
39058,5067
12708,257440
57542,9385
92410,24026
195143,363478
72682,11925
127611,68193
1026383,112346
230166,21798
112340,22076
967330,145221
184162,138907
2765,27759
57758,9510
98940,288173
8841,32318
1152,29854
60966,365037
221966,350845
5446,756
81210,315367
190,190859
33349,309919
89849,13338
134146,45905
105617,30043
1694584,421281
1243,2639
131685,49104
25289,44661
29433,49361
1241,91076
90702,23976
1043047,24926
