movieId,movieName,movieDuration,movieBudget,movieReleaseDate
47161,Suddenly,75,0,10-07-1954
43498,Billy Budd,119,0,11-12-1962
79950,Fletch,98,8000000,05-31-1985
45928,The Four Feathers,0,0,06-01-1929
31111,Street Fighter II: The Animated Movie,102,0,08-06-1994
52779,Halal Police d'Etat,0,0,02-16-2011
22999,Red Dragon,124,78000000,09-29-2002
118340,I Am Curious (Blue),107,0,03-11-1968
77118,This Is Spinal Tap,82,2500000,05-04-1984
98491,Kołysanka,95,0,02-12-2010
356752,The Rain Fairy,100,0,02-11-2010
11578,Buddha in a Traffic Jam,114,0,05-13-2016
26689,The Buccaneer,119,0,12-11-1958
17960,Waltz with Bashir,90,2000000,06-25-2008
73462,1971,80,0,04-18-2014
390747,I Will Fight No More Forever,106,0,04-13-1975
775,Three Guys Named Mike,90,0,03-01-1951
220916,J.J. Cale - To Tulsa And Back (On tour with J.J. Cale),167,0,06-13-2006
65777,Somewhere in the City,94,0,06-11-1998
45380,Dead End,85,0,01-30-2003
49982,Walk Hard: The Dewey Cox Story,96,35000000,12-21-2007
57406,А поутру они проснулись,0,0,12-04-2003
30238,Personal Best,124,0,02-05-1982
363805,No Logo: Taking Aim at the Brand Bullies,42,0,07-01-2003
96882,The Cookie Mobster,0,0,12-27-2014
291356,Wedding in White,103,0,10-20-1972
13899,Elder Sister,102,0,12-01-1966
342502,Hell Drivers,108,0,07-23-1957
184795,Lessons of a Dream,113,0,02-24-2011
20268,Djomeh,94,0,01-01-2000
89909,Yolanda and the Thief,108,0,11-20-1945
102841,Naked Souls,85,0,05-18-1996
336206,Incognito,108,0,11-14-1997
154718,The Sicilian Girl,113,0,12-31-2008
16324,Glass,11,0,01-01-1958
262982,The Flying Deuces,69,0,10-28-1939
42325,Guardians of the Galaxy,121,170000000,07-30-2014
40867,I Accidentally Domed Your Son,0,0,01-01-2004
87349,Wuthering Heights,104,0,06-09-1970
4964,AWOL,82,0,05-19-2017
64835,The Return of Don Camillo,115,0,06-05-1953
32600,Retroactive,91,0,01-01-1997
50294,Hell,98,0,11-30-2005
11795,The Aviator,96,0,03-01-1985
434,Obit,93,0,04-26-2017
391934,A Trip to the Moon,14,5985,09-01-1902
62688,Be Seeing You,45,0,03-01-1968
14842,The October Man,110,0,08-28-1947
55448,Crazy Stone,98,0,01-01-2006
312399,A City of Sadness,157,0,09-04-1989
80046,Leonard Cohen: I'm Your Man,98,0,09-11-2006
40752,Earthlings,95,0,09-24-2005
200655,Bikini Model Academy,84,500000,09-01-2015
51360,Accordion Player,1,0,01-01-1888
34806,In a Valley of Violence,104,0,10-21-2016
41007,Dead or Alive 2: Birds,97,0,12-02-2000
73067,AWOL-72,79,3000000,08-07-2015
18035,The Sea Gull,144,0,12-23-1968
42548,Last Stop 174,108,4700000,10-24-2008
161836,Under the Boardwalk,102,0,04-14-1989
76875,Rabbit Test,84,0,04-09-1978
9821,The High Sun,123,0,05-12-2015
67988,Jail Bait,102,0,01-09-1973
172385,Fatso,91,0,10-24-2008
35552,The Hollow Point,97,0,12-16-2016
30535,Bewitched,65,0,07-04-1945
211067,The Pajama Game,101,0,08-29-1957
9270,Outcast of the Islands,102,0,11-15-1951
192137,Knocked Up,129,30000000,06-01-2007
15999,Corpo celeste,100,0,05-20-2011
9422,Seven Chances,56,0,03-11-1925
81780,Kooky,95,0,05-19-2010
372234,Guyver: Dark Hero,127,0,04-20-1994
24810,Tough Enough,99,0,03-09-2006
24571,Sense and Sensibility,174,0,02-01-1981
13488,Nevalyashka,90,0,04-26-2007
11198,44 Minutes: The North Hollywood Shoot-Out,103,10000000,01-01-2003
73120,Money for Nothing,100,11000000,09-10-1993
333663,Toy Reanimator,47,60,01-01-2002
236317,Red Line 7000,110,0,11-09-1965
53407,Walk Like a Man,86,0,03-01-1987
1832,Janis,96,0,10-18-1974
79106,The Goat,27,0,05-14-1921
71918,The Back-Up Plan,106,35000000,04-23-2010
10362,A Month by the Lake,92,0,09-11-1995
45538,Frankie Starlight,101,0,11-22-1995
21666,Moving McAllister,89,0,09-13-2007
262311,The Secret Diaries of Miss Anne Lister,90,0,03-01-2010
30943,Building a Building,7,0,01-07-1933
49876,Games,100,0,09-17-1967
374460,The Mighty,100,0,10-23-1998
283101,Curse of the Wolf,105,0,01-01-2006
65651,Rio 2,102,103000000,03-19-2014
49696,The Extraordinary Adventures of Adèle Blanc-Sec,105,25000000,04-09-2010
93178,Along the Ridge,108,0,05-05-2006
10094,The Sacrament,99,4000000,09-02-2013
52873,Brick,110,475000,01-30-2005
33016,Not Waving But Drowning,100,0,06-06-2012
72272,Vampire Hunter D: Bloodlust,103,0,08-25-2000
207933,A Civil Action,115,70000000,03-05-1998
87098,A golpes,0,0,11-04-2005
39369,Il mare,109,0,03-08-1962
8456,Nora Roberts' Carolina Moon,95,0,02-19-2007
71575,Carry On Matron,87,0,05-05-1972
39331,Katt Williams: It's Pimpin Pimpin,77,0,11-11-2008
4948,City Hunter,105,0,01-16-1993
190250,Red Heat,104,0,05-28-1985
58390,War on Everyone,98,0,10-07-2016
281298,Benim Dünyam,100,0,10-25-2013
44977,His Regeneration,15,0,05-07-1915
37239,Dogma,130,10000000,11-12-1999
250734,Sherlock Holmes: Incident at Victoria Falls,187,0,05-24-1992
108843,King,0,0,12-25-2008
257214,Two Lovers,110,12000000,11-19-2008
77621,Shackleton's Antarctic Adventure,40,0,02-05-2001
253476,Yanks,138,0,09-01-1979
47736,Cherry Tobacco,92,0,10-17-2014
240723,The Deep End of the Ocean,106,38000000,03-12-1999
358908,The Mouse on the Moon,82,0,05-07-1963
116463,A Grand Night In: The Story of Aardman,59,0,12-26-2015
16437,Shadowing the Third Man,95,0,10-11-2004
376659,The Man in the Sky,87,0,01-24-1957
43904,Monday Morning,120,0,01-01-2002
408546,Peak: The Rescuers,126,0,05-07-2011
34068,Gone,88,0,10-26-2006
61502,My Favorite Season,127,0,05-14-1993
348574,Deadly Blessing,100,2500000,08-14-1981
266687,The Bridesmaid,111,0,11-17-2004
64635,Stonehearst Asylum,112,0,09-11-2014
49020,The Desert of Forbidden Art,80,0,03-18-2011
3483,French Film,87,0,12-05-2008
213386,Never Back Down,115,20000000,03-04-2008
2054,Entre Nos,80,0,04-25-2009
45417,The Body,95,0,08-22-2003
4942,Womanlight,98,0,08-29-1979
70709,ABE,8,0,04-16-2013
121530,Ciao Bella,86,0,08-03-2007
142012,The Divine Move,118,0,07-03-2014
37900,Dhoom 3,172,19500000,12-18-2013
48798,Antonio Gaudí,72,0,07-09-1984
270173,Far from the Madding Crowd,119,0,04-23-2015
119738,Our Vines Have Tender Grapes,105,0,09-06-1945
154073,Loaded,90,0,03-08-2014
30671,Within Our Gates,79,0,01-12-1920
204582,Landscape No. 2,90,0,06-05-2009
38761,Rembetiko,110,0,01-01-1983
993,Coming Home for Christmas,87,0,10-29-2013
44874,Paths of the Soul,115,0,09-10-2015
37932,Arachnoquake,86,0,06-23-2012
89931,Cyborg 2,99,5000000,11-24-1993
64739,Bad Moms,100,20000000,07-28-2016
31955,L'Atalante,89,0,04-24-1934
49927,David Cross: Making America Great Again,74,0,08-06-2016
417056,Assassin(s),128,0,04-30-1997
27834,Stolen Identity,88,0,01-01-1953
292607,Annie's Garden,97,0,10-14-1997
268522,Games People Play,97,0,03-12-2004
19580,Total Recall,121,125000000,08-02-2012
16387,Submarine,97,0,03-18-2011
10341,The Blood of Fu Manchu,92,0,08-23-1968
53232,Barabbas,200,0,03-25-2013
30579,Mr. Holland's Opus,137,0,12-29-1995
100088,Wu yen,123,0,01-18-2001
69292,Leatherheads,114,58000000,03-24-2008
6972,Ruby,110,0,03-27-1992
59596,Boys,83,0,02-26-1977
319167,Gang in Blue,97,0,09-08-1996
103162,Hell's Kitchen,95,6000000,09-11-1998
265497,Love and Distrust,93,0,08-16-2010
24428,Clutter,80,0,06-07-2013
91603,Thunderstruck,94,0,08-24-2012
18443,Kid Blue,100,0,01-31-1973
326874,Born Innocent,98,0,09-10-1974
78353,An American Girl: Saige Paints the Sky,99,0,07-02-2013
55215,Night of the Lepus,88,0,10-04-1972
14566,Sleuth,138,0,12-10-1972
55903,Barbie: A Fashion Fairytale,79,0,09-14-2010
15372,Flicka 2,96,0,05-04-2010
384452,Oddballs,91,0,04-06-1984
15400,Day of the Cobra,95,0,08-12-1980
33065,Mrs. Soffel,112,0,12-26-1984
103640,The Days,80,0,02-19-1994
14108,The Hollow,128,0,10-07-2016
333384,CQ,88,0,05-12-2001
15723,The Rise and Rise of Bitcoin,96,0,10-03-2014
34796,Up in the Wind,106,0,12-31-2013
13888,The Dukes of Hazzard: The Beginning,95,0,03-04-2007
153936,Daleks' Invasion Earth: 2150 A.D.,81,797681,01-01-1966
128831,Until the End of the World,287,23000000,09-12-1991
167951,Five and Ten,89,0,06-13-1931
114104,Hallowed Ground,83,1500000,01-01-2007
24881,Black Gunn,97,0,12-20-1972
325592,The Creation of the Humanoids,75,0,07-03-1962
38594,Australia,165,130000000,11-18-2008
412209,La Domination Masculine,103,0,11-25-2009
77645,Station to Station,71,0,12-31-2014
38812,Lenny Bruce: Swear to Tell the Truth,100,0,10-21-1998
47946,One Last Hug,37,0,04-14-2014
41988,The Avengers,143,220000000,04-25-2012
335578,The Magic of Méliès,131,0,01-01-1997
397549,Decoys 2: Alien Seduction,94,1500000,03-06-2007
43598,L'Art de la fugue,98,0,03-04-2015
38944,Lucky Lady,118,13000000,12-25-1975
133701,Dead Space: Aftermath,85,2500000,12-31-2010
76609,Feed,101,0,05-11-2005
323384,Betty Fisher and Other Stories,103,0,09-01-2001
279972,Jimmy Carr: Comedian,93,0,11-05-2007
176570,Cruel Summer,78,0,08-27-2016
29600,Mickey's Once Upon a Christmas,66,0,12-07-1999
202941,Alesha Popovich and Tugarin the Dragon,72,4000000,12-23-2004
134215,Ishaqzaade,132,0,05-11-2012
46495,The Weather Underground,92,0,01-01-2002
47288,Lowriders,99,916000,04-28-2017
10204,The Big Kahuna,90,7000000,04-28-2000
361841,City Girl,90,0,02-16-1930
197537,Return to the Blue Lagoon,98,11000000,08-02-1991
6037,Back to School with Franklin,47,0,08-19-2003
69326,Letter from Siberia,62,0,05-16-1957
42015,Body and Soul,109,0,01-01-1981
145926,The Bobo,105,0,09-28-1967
102524,Love Hurts,95,0,11-13-2009
17074,Camp Belvidere,38,15000,01-01-2014
16052,Dragon Ball: Yo! Son Goku and Friends Return!!,35,0,10-01-2008
127445,Tramps,82,2000000,09-10-2016
215134,The Redhead from Wyoming,77,0,01-08-1953
44165,Hard Luck,22,0,03-14-1921
143876,Body Rock,93,0,09-28-1984
17336,DC Showcase: Jonah Hex,12,0,07-27-2010
27945,Land of Mine,100,5070773,12-03-2015
64304,Lil Rel: RELevent,42,0,09-05-2015
60551,Ladies They Talk About,69,0,02-04-1933
256196,The Leaning Tower,96,0,10-20-2006
38151,Tears of Steel,12,0,09-25-2012
313867,Rebellion,136,0,11-16-2011
19293,A Gift of Miracles,88,0,02-15-2015
90968,Digging Up the Marrow,98,0,02-20-2015
35558,Shadow People,89,0,03-17-2013
126929,Mountaintop Motel Massacre,95,0,03-31-1986
101669,Mail Order Bride,83,0,03-10-1964
99351,Heroine,140,0,09-21-2012
45610,The Night of the Following Day,93,0,12-26-1968
24203,The King and I,87,25000000,03-19-1999
293456,Around the World in 80 Days,120,110000000,06-16-2004
20625,Drifters,97,0,10-16-2015
21309,The Machine,0,0,05-28-1994
413441,Murder by Death,94,0,06-23-1976
11388,Gothic & Lolita Psycho,88,0,09-04-2010
3547,Swimming to Cambodia,85,0,03-13-1987
51883,B.U.S.T.E.D,97,0,03-20-1999
59517,The Machine That Kills Bad People,80,0,05-14-1952
137646,The Batman Superman Movie: World's Finest,64,0,08-18-1998
69785,Selena,127,20000000,03-21-1997
161273,Rain,110,0,03-28-2008
16176,Moving the Mountain,83,0,09-15-1994
42046,Kenji Mizoguchi: The Life of a Film Director,150,0,05-24-1975
48492,Very Russian Detective,100,0,11-20-2008
145874,Fighting,105,0,04-24-2009
85715,Hombre,111,5860000,03-21-1967
33660,Clan of Amazons,88,0,02-19-1978
39446,War Arrow,78,0,01-01-1954
199,Burning Blue,96,0,06-29-2013
26594,It Started in Naples,100,0,08-06-1960
49360,Roald Dahl's Esio Trot,87,0,01-02-2015
64079,Carry On Again Doctor,85,0,12-05-1969
38677,Plymouth Adventure,105,0,11-28-1952
65403,StarStruck,90,0,02-14-2010
50934,Roman Polanski: Odd Man Out,88,0,09-09-2012
266639,Mother's Day,112,11000000,09-23-2010
302036,The Green Years,127,0,07-04-1946
20683,Machine Gun Preacher,129,30000000,09-23-2011
27207,Desk Set,103,0,08-02-1957
10970,For Some Inexplicable Reason,96,0,10-30-2014
15084,The Cocoanuts,96,0,08-03-1929
28902,River's Edge,99,19000000,08-27-1986
22638,Autumn in the Vineyard,84,0,10-08-2016
383121,Stay Cool,94,4500000,04-23-2009
161056,Reflections in a Golden Eye,108,4500000,10-10-1967
37373,Toutes les Filles sont Folles,85,0,03-30-2003
18290,Walter,70,0,11-02-1982
41784,The Education of Mohammad Hussein,38,0,05-14-2012
69204,Shaitan,126,0,06-01-2011
340230,A Time of Roses,108,0,02-07-1969
20884,The Slipper and the Rose,146,0,03-24-1976
155341,October Country,80,0,06-01-2009
56435,Detective Dee and the Mystery of the Phantom Flame,119,13000000,09-18-2010
82077,St. Nick,86,0,03-15-2009
314402,Arsenal,70,0,02-25-1929
1807,Shiloh,93,0,11-30-1996
41006,At Risk,90,5000000,04-10-2010
97073,Star Trek: First Contact,111,46000000,11-21-1996
239566,The Secret,90,0,03-26-2006
52009,Who Killed Nancy?,0,0,02-06-2009
289039,The Gypsy Moths,107,0,08-29-1969
20718,Adhurs,150,0,01-13-2010
18990,Vital Signs,102,0,04-13-1990
218772,Pinocchio's Christmas,49,0,12-03-1980
276808,Jem and the Holograms,119,5000000,10-22-2015
257447,Beyond,89,0,04-25-2014
82966,Pale Cocoon,23,0,01-18-2006
11601,Bloodsucking Pharaohs in Pittsburgh,89,0,05-02-1991
399798,Silent Movie,86,0,06-17-1976
114499,Salaam Namaste,158,2500000,09-09-2005
11702,In Dreams,100,0,01-15-1999
129942,Henry V,137,0,11-24-1944
34098,Kindergarten Cop 2,100,0,05-17-2016
70648,8-Ball,110,0,02-22-2013
5521,Island in the Sun,119,0,06-12-1957
103014,Arranged,90,0,03-10-2007
193315,Black Robe,101,0,09-05-1991
67822,Coney Island,96,0,06-18-1943
86764,Legacy,95,0,06-19-2015
23150,Peculiarities of the National Politics,86,0,01-01-2003
408272,Ax 'Em,70,0,01-29-1992
116894,The Sign of Venus,101,0,03-12-1955
89659,Bella Mafia,117,0,11-16-1997
183654,Dheepan,115,0,08-26-2015
74130,Elephant,81,3000000,05-18-2003
97350,A Good Man in Africa,94,0,07-14-1994
165402,Perry Mason: The Case of the Skin-Deep Scandal,91,0,02-19-1993
63194,Get on Up,139,0,08-01-2014
8440,Norwegian Ninja,77,0,08-13-2010
334026,Factory Girl,92,0,12-08-2013
12530,I'm with Lucy,90,0,09-04-2002
86207,The Mummy,86,0,09-29-1959
11330,I guappi non si toccano,0,0,09-02-1979
77403,The Last Time You Had Fun,82,0,04-07-2015
63075,Tapped Out,105,0,05-27-2014
259129,Two Weeks in September,96,0,06-07-1967
43938,Stir of Echoes,99,12000000,09-10-1999
234155,Brad Williams: Fun Size,59,0,05-08-2015
9824,The Vanishing Prairie,71,0,08-17-1954
60181,The Replacement Killers,87,30000000,02-06-1998
156236,The Experience,60,0,01-01-1973
38011,Ticks,85,2000000,10-12-1993
104241,Gravehopping,103,0,06-06-2005
95854,Finder's Fee,100,0,01-01-2001
11534,'Twas the Night,84,0,12-07-2001
42521,Too Much Johnson,66,0,05-11-1938
46096,Rituals,100,0,07-21-1977
44591,Suzanne's Career,54,0,02-01-1963
56354,The Garden of Sinners - Chapter 1: Overlooking View,50,0,12-01-2007
48260,Catfight,96,0,03-03-2017
43099,Blind Terror,89,0,04-23-2001
30653,Criminally Insane,61,30000,01-01-1975
277662,Garm Hava,146,0,01-05-1973
72710,Waikiki Wedding,89,0,03-23-1937
340684,Agnivarsha: The Fire and the Rain,130,0,08-30-2002
11229,Main Prem Ki Diwani Hoon,197,0,06-26-2003
32226,The Diary of an Unknown Soldier,17,0,01-02-1959
23069,Carandiru,148,3684600,03-21-2003
28271,Sun Choke,89,0,10-01-2015
178603,Avanti!,140,0,12-17-1972
5852,Lunch Wagon,88,0,09-01-1981
16634,Pusher III: I'm the Angel of Death,108,0,08-22-2005
20220,Disco Godfather,93,0,09-04-1979
15654,Lucky,90,0,01-24-2010
212752,Monster,113,0,03-13-2014
180954,Nice Guy Johnny,89,0,11-04-2010
147746,Asier ETA biok,94,0,01-17-2014
12482,Mystery Men,121,68000000,08-06-1999
47890,Blood on the Streets,110,0,10-23-1974
20735,Cycling with Molière,104,0,01-16-2013
11393,Diary of June,105,0,12-01-2005
65904,Heroic Purgatory,118,0,09-26-1970
35659,The Prizefighter and the Lady,102,0,11-10-1933
291336,Tropical Malady,118,0,04-29-2005
12625,Idiots and Angels,78,0,04-26-2008
103713,The Small Back Room,106,0,02-21-1949
297399,The Black Scorpion,88,0,10-11-1957
120328,Captain Nemo and the Underwater City,105,0,12-19-1969
20898,Butterfly Kiss,88,0,08-18-1995
41971,Mothman,86,0,04-24-2010
376003,The Best of Times,104,0,01-31-1986
38821,Nightingale,83,0,05-29-2015
153913,The Host,125,44000000,03-22-2013
34862,Those People,89,0,05-16-2015
473,Freeway,110,3000000,08-23-1996
15681,The Indian,91,0,01-01-2007
37765,Benji,86,0,10-17-1974
48015,The Devil Within Her,95,0,01-01-1975
15864,Detour,87,0,03-29-2013
21137,Angel Eyes,102,53000000,05-15-2001
57337,Alien Trespass,90,0,04-03-2009
274504,1001 Nights,98,0,04-11-1990
271009,Kabluey,86,0,06-25-2007
42488,Cinemanovels,89,0,09-06-2013
55758,Vessel of Wrath,92,0,03-04-1938
190163,The Magic Lantern,5,0,01-01-1903
246648,Love Is Colder Than Death,88,0,01-16-1970
64994,Sphinx,118,14000000,02-11-1981
51878,That Darn Cat,89,0,02-14-1997
9514,The Natural,137,28000000,05-11-1984
53766,Who Wants To Kill Jessie?,81,0,08-26-1966
21794,Countdown to Looking Glass,90,0,10-14-1984
37766,Honeyspider,76,0,10-18-2014
59557,Guns of the Magnificent Seven,105,0,07-14-1969
147843,Eminem AKA,75,0,12-07-2004
8656,Artie Lange: The Stench of Failure,63,0,10-18-2014
82817,Out Cold,88,0,03-03-1989
367882,Aladdin and His Magic Lamp,84,0,12-30-1967
108723,The Moderns,126,0,04-15-1988
124472,Mercury Plains,102,0,01-05-2016
286548,The Tough Ones,105,1143000,01-14-1999
137491,The Intern,90,0,01-21-2000
73642,Solar Attack,91,0,05-25-2006
109479,Pi,84,60000,07-10-1998
47608,Ex,120,10000000,02-06-2009
58444,Ace,90,0,01-01-1981
92940,13Hrs,81,0,08-28-2010
88266,Bachna Ae Haseeno,153,2400000,08-14-2008
76815,The Decline of Western Civilization,100,100000,07-01-1981
127762,Game Over: Kasparov and the Machine,90,0,09-05-2003
243026,The Adderall Diaries,105,0,04-15-2016
18929,BBOY for LIFE,0,0,12-30-2012
38446,The New Land,204,0,01-01-1972
28522,Midnight FM,106,0,10-14-2010
27969,Old Ironsides,111,0,12-06-1926
102368,Canon,10,0,01-01-1964
127878,Martial Club,110,0,08-19-1981
373878,9 Deaths of the Ninja,94,0,04-15-1985
321283,Werner - Das muss kesseln!!!,85,0,06-27-1996
276122,Why Change Your Wife?,90,0,05-21-1920
41228,In a Dark Place,95,0,07-21-2006
174000,Uro,104,0,08-25-2006
84364,Marco Polo,166,0,04-06-2007
50295,If Winter Comes,97,0,12-31-1947
19585,Deep Impact,120,75000000,05-08-1998
26371,Unforgivable,111,0,08-17-2011
268380,The Phone,115,0,10-22-2015
44216,Face-Off,105,600,11-12-1971
266856,A Great Day in Harlem,60,0,09-27-1994
55909,TEKKEN: Kazuya's Revenge,90,0,08-12-2014
10664,Snow in August,104,0,08-12-2001
36765,The Closer You Get,93,0,12-27-2000
37408,Buddy Boy,105,0,09-05-1999
262260,Mad Love,95,0,05-26-1995
273510,Women Vs Men,98,0,02-04-2011
11188,Perry Mason: The Case of the Wicked Wives,96,0,12-17-1993
10502,Erik the Conqueror,90,0,12-07-1961
9437,Barely Legal,89,1000000,01-01-2011
47957,Baignade en Mer,1,0,12-28-1895
16411,The Battle of Gettysburg,30,0,01-01-1955
36212,The Entertainer,96,0,07-25-1960
16766,Frightmare,88,0,11-05-1974
110029,Day of the Dead 2: Contagium,103,9000000,08-10-2005
387889,Turk 182!,102,1900000,02-15-1985
109843,Iberia,120,0,05-11-2005
16166,Casting By,89,0,09-09-2012
22747,Lusers,100,2000000,10-01-2015
31685,Flogsta Heaven,74,0,10-16-2015
153561,A Brony Tale,79,0,07-08-2014
103717,The Proud Princess,94,0,09-26-1952
46195,Nightjohn,92,0,06-01-1996
2239,A Woman's Secret,84,0,03-05-1949
21619,Crack House,90,0,11-10-1989
11017,G-Force,88,150000000,07-21-2009
358893,Maurice,134,0,09-18-1987
41671,Visions of Frank,45,0,10-03-2007
142118,Downstream,101,1000000,02-24-2010
20536,The Theory of Everything,123,15000000,11-26-2014
264401,Claudine,92,0,04-22-1974
195768,[REC]²,85,5600000,09-15-2009
284294,Professori Uuno D.G. Turhapuro,86,0,08-29-1975
82682,Vicki,85,0,10-05-1953
41123,The Desert Song,123,354000,04-08-1929
82745,Madame Bovary,180,0,06-02-2000
11917,Curse of the Ring,184,23000000,11-19-2004
80928,The Man without a Face,114,0,08-25-1993
40217,Kiss the Girls,115,27000000,10-03-1997
96936,Madman,88,0,01-01-1982
86889,Initial D,107,1549000,05-12-2005
146270,Rebirth of Mothra II,97,0,12-13-1997
81347,Japan Sinks,135,0,07-15-2006
39408,Oh Olsun,83,0,01-01-1973
102292,Buddymoon,80,0,07-01-2016
10450,Ill Manors,121,170000,06-06-2012
292539,Sauna,85,0,06-25-2010
31930,Bob the Butler,90,0,03-10-2005
11879,The Hunchback of Notre Dame,116,0,12-29-1939
4474,La buena nueva,0,0,11-14-2008
47628,You Ain't Seen Nothin' Yet,115,0,09-01-2012
2639,Rio,96,90000000,04-03-2011
299730,Hallam Foe,95,8000000,02-16-2007
44257,King of the Ants,102,0,07-28-2003
85317,Billy Madison,89,10000000,02-10-1995
157301,Angry Indian Goddesses,115,0,09-18-2015
183946,Amityville: It's About Time,91,0,07-16-1992
4747,The Storage,0,0,12-30-2011
231038,61*,129,0,04-28-2001
16203,Gloria,120,0,10-20-2014
75780,City Under Siege,0,0,10-23-1974
383255,Time Out of Mind,120,0,09-07-2014
95977,Gangster Squad,113,60000000,01-10-2013
47115,Lourdes,96,2500000,09-11-2009
2619,Estamos Juntos,95,0,06-03-2011
206480,Saw V,92,10800000,10-23-2008
11360,Babes in the Woods,7,16855,11-19-1932
326058,Terminal Invasion,90,0,01-01-2002
20645,The Bling Ring,90,15000000,06-12-2013
75564,Bram Stoker's Dracula,100,0,02-08-1974
328448,Vaastav: The Reality,150,0,10-07-1999
54982,Likainen pommi,83,900000,09-23-2011
13795,The Creature Walks Among Us,79,0,04-26-1956
12232,A Bottle in the Gaza Sea,100,0,10-08-2011
14560,The Silence of the Hams,81,0,03-11-1994
57585,Food Chains,83,913000,04-26-2014
42244,Murder!,104,0,07-31-1930
407036,Near Dark,95,5000000,10-02-1987
30265,My Super Ex-Girlfriend,95,0,06-20-2006
78132,Trancers 3: Deth Lives,75,0,10-14-1992
82405,Deconstructing Harry,96,20000000,08-26-1997
257623,The Dead the Damned and the Darkness,90,0,10-07-2014
199989,Industrial Symphony No. 1: The Dream of the Brokenhearted,50,0,01-01-1990
66925,Six Degrees of Celebration 2,106,0,12-15-2011
34456,Adam and Dog,16,0,02-01-2013
12588,Yellow,90,0,05-29-1998
122293,Nathalie Granger,83,0,10-06-1972
32250,The Enemy Within,107,0,11-13-2013
227707,Space Is the Place,85,0,11-01-1974
24002,Jack Reacher,130,60000000,12-20-2012
10650,Depth Two,80,0,02-13-2016
4146,The Man Behind The Gun,82,0,01-31-1953
356626,A Gentleman's Game,112,0,01-01-2002
8060,Splash,111,8000000,03-09-1984
39436,Trade Winds,93,0,12-28-1938
15069,Dumbo,64,812000,10-22-1941
11174,Housekeeping,90,0,03-31-2015
10788,Rhapsody in August,98,0,05-25-1991
38117,The Galaxy Invader,79,0,04-01-1985
205673,Dial a Prayer,98,0,01-01-2015
35921,Introducing Dorothy Dandridge,120,0,08-21-1999
62721,Alaska: Spirit of the Wild,40,0,09-03-1998
265330,The Thief of Bagdad,106,0,12-25-1940
242310,Paul Blart: Mall Cop,91,26000000,01-15-2009
118180,Elephant White,91,10000000,05-17-2011
14127,The First Nudie Musical,97,0,01-01-1976
2605,On the Brain,0,10,07-12-2016
135161,Chinese Box,99,0,09-04-1997
277190,For the Matches,100,0,01-18-1980
51768,Dawn of the World,95,0,05-27-2009
84404,The Magic City,80,0,07-18-1955
173499,In the Land of the Head Hunters,47,0,12-07-1914
85200,Stripperland,103,0,02-22-2011
105787,I'm No Angel,87,225000,10-06-1933
136525,My Friend from Faro,87,0,01-16-2008
42614,The Philadelphia Experiment,85,0,07-27-2012
77029,Ju-on: The Curse,70,4000000,02-11-2000
125300,The Adventurer: The Curse of the Midas Box,99,25000000,12-05-2013
298538,Let's Make It Legal,77,0,10-31-1951
12615,Sudden Impact,117,22000000,12-07-1983
313676,The Wonderful Crook,90,0,01-01-1974
92798,Black,95,1200000,11-11-2015
101030,Married Life,90,12000000,09-12-2007
328796,Sleepless,117,4000000,01-05-2001
12716,WΔZ,104,0,05-19-2007
171771,Pelle the Conqueror,157,0,12-25-1987
142830,Kambakkht Ishq,142,16000000,07-03-2009
78475,Beastly,86,17000000,01-21-2011
11498,Pretty Baby,92,0,09-16-1950
8584,Compulsion,103,0,04-01-1959
17585,Countdown,110,0,11-02-2006
34003,Bad Boys,100,0,04-17-2014
303858,Rage,98,21000000,05-09-2014
61719,Repatriation,149,0,04-24-2004
91921,Cherry Crush,89,0,02-16-2007
17097,Short Circuit,98,0,05-09-1986
260399,You Are God,110,1951964,05-07-2012
88286,Secrets of War,94,0,07-03-2014
27103,Rough Riders,240,0,07-20-1997
21707,Bully,92,1100000,04-23-2011
5422,Everyone's Going to Die,86,0,03-10-2013
56909,Island of Blood,82,0,01-08-1982
259894,The Woman Who Wasn't There,65,0,04-13-2012
42692,Divorce,71,0,08-18-1945
152742,Our Dancing Daughters,84,0,09-01-1928
10440,Death Walks on High Heels,108,0,11-19-1971
32013,Hi-Life,82,0,11-27-1998
14694,Disaster L.A.: The Last Zombie Apocalypse Begins Here,82,0,09-16-2014
45940,Death of a Salesman,130,0,08-16-1985
27214,Waiting for Good News,121,0,02-28-2009
2029,Duffy,101,0,09-16-1968
8545,The Golden Blade,81,0,08-11-1953
421556,Burn Country,102,0,04-16-2016
30289,My Father's Glory,105,0,08-29-1990
228968,The Scar,90,0,03-03-2013
82792,Hell's Bells,88,0,01-01-1988
258489,Life for Two,100,0,09-24-1958
381066,Dead Again,107,0,08-23-1991
25472,Shanghai Noon,110,55000000,05-26-2000
68797,Surviving the Game,96,7400000,04-15-1994
35451,Turtles Forever,78,0,11-21-2009
248888,Money Monster,98,27000000,05-12-2016
85247,Midway to Heaven,0,0,02-04-2011
3055,Ecstasy of Order: The Tetris Masters,93,0,02-23-2012
195561,After Sex,78,825000,09-26-2007
180951,Building a Broken Mousetrap,61,0,03-21-2006
37270,Kwik Stop,110,0,04-21-2001
197733,My Life in Pink,88,0,05-28-1997
26302,My Wife Is a Gangster,110,0,09-28-2001
121173,Erotic Nights of the Living Dead,112,0,11-18-1980
